Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
Brooklyn Nets,33,22,.600,—,29,26,95.5,94.9
New York Knicks,32,19,.627,-1.0,32,19,100.2,96.3
Boston Celtics,28,26,.519,4.5,26,28,95.8,96.1
Philadelphia 76ers,22,30,.423,9.5,20,32,92.2,95.3
Toronto Raptors,22,33,.400,11.0,25,30,97.4,98.7
Indiana Pacers,33,21,.611,—,34,20,93.4,89.9
Chicago Bulls,31,23,.574,2.0,30,24,92.7,91.4
Milwaukee Bucks,26,27,.491,6.5,24,29,97.6,98.7
Detroit Pistons,22,34,.393,12.0,24,32,95.4,97.1
Cleveland Cavaliers,17,37,.315,16.0,19,35,97.1,101.2
Miami Heat,38,14,.731,—,38,14,102.9,96.1
Atlanta Hawks,29,23,.558,9.0,27,25,96.8,96.3
Washington Wizards,15,37,.288,23.0,18,34,91.3,95.2
Orlando Magic,15,39,.278,24.0,17,37,94.0,99.6
Charlotte Bobcats,13,41,.241,26.0,12,42,94.1,102.5
Oklahoma City Thunder,39,15,.722,—,41,13,106.3,97.7
Denver Nuggets,34,21,.618,5.5,34,21,104.9,101.3
Utah Jazz,31,24,.564,8.5,27,28,98.6,98.7
Portland Trail Blazers,25,29,.463,14.0,21,33,96.7,99.7
Minnesota Timberwolves,20,31,.392,17.5,22,29,95.1,97.0
Los Angeles Clippers,39,18,.684,—,40,17,100.3,94.1
Golden State Warriors,31,23,.574,6.5,26,28,101.1,101.4
Los Angeles Lakers,26,29,.473,12.0,29,26,101.8,100.9
Sacramento Kings,19,36,.345,19.0,15,40,96.9,103.9
Phoenix Suns,18,37,.327,20.0,18,37,94.9,100.1
San Antonio Spurs,44,12,.786,—,43,13,104.5,95.8
Memphis Grizzlies,35,18,.660,7.5,34,19,93.8,90.1
Houston Rockets,30,26,.536,14.0,33,23,106.4,103.6
Dallas Mavericks,24,29,.453,18.5,25,28,101.5,102.6
New Orleans Hornets,19,36,.345,24.5,21,34,94.1,97.2
