Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
New York Knicks,23,11,.676,—,23,11,102.3,97.2
Brooklyn Nets,20,15,.571,3.5,19,16,96.2,94.7
Boston Celtics,18,17,.514,5.5,16,19,95.2,96.2
Philadelphia 76ers,15,22,.405,9.5,13,24,92.2,96.7
Toronto Raptors,13,22,.371,10.5,15,20,96.5,98.7
Indiana Pacers,21,14,.600,—,20,15,91.2,89.5
Chicago Bulls,19,14,.576,1.0,18,15,93.4,91.9
Milwaukee Bucks,18,16,.529,2.5,16,18,96.5,97.2
Detroit Pistons,13,23,.361,8.5,16,20,95.0,96.6
Cleveland Cavaliers,9,28,.243,13.0,12,25,94.6,99.8
Miami Heat,23,10,.697,—,22,11,102.2,97.3
Atlanta Hawks,20,14,.588,3.5,18,16,96.7,95.6
Orlando Magic,12,23,.343,12.0,14,21,94.8,97.9
Charlotte Bobcats,9,25,.265,14.5,9,25,96.2,104.0
Washington Wizards,5,28,.152,18.0,8,25,89.2,97.2
Oklahoma City Thunder,27,8,.771,—,27,8,105.4,96.3
Denver Nuggets,21,16,.568,7.0,22,15,102.1,99.5
Portland Trail Blazers,19,15,.559,7.5,15,19,97.3,99.2
Utah Jazz,19,18,.514,9.0,18,19,98.6,98.9
Minnesota Timberwolves,16,16,.500,9.5,16,16,95.5,95.8
Los Angeles Clippers,28,8,.778,—,28,8,101.8,93.1
Golden State Warriors,22,12,.647,5.0,19,15,100.9,98.9
Los Angeles Lakers,15,20,.429,12.5,19,16,103.2,101.7
Sacramento Kings,13,22,.371,14.5,11,24,96.5,102.1
Phoenix Suns,12,25,.324,16.5,13,24,95.9,100.2
San Antonio Spurs,28,10,.737,—,29,9,104.9,96.8
Memphis Grizzlies,23,10,.697,2.5,23,10,94.8,89.1
Houston Rockets,21,15,.583,6.0,21,15,106.0,103.2
Dallas Mavericks,13,23,.361,14.0,12,24,98.4,103.0
New Orleans Hornets,10,25,.286,16.5,11,24,91.7,96.8
