Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
Miami Heat,21,10,.677,—,19,12,98.1,94.5
New York Knicks,20,12,.625,1.5,18,14,91.6,89.6
Philadelphia 76ers,19,15,.559,3.5,17,17,92.5,92.4
Orlando Magic,16,17,.485,6.0,16,17,102.3,102.4
Boston Celtics,14,17,.452,7.0,15,16,97.5,98.2
New Jersey Nets,12,20,.375,9.5,14,18,95.9,97.7
Washington Wizards,11,22,.333,11.0,11,22,92.2,97.1
Indiana Pacers,22,9,.710,—,23,8,102.4,95.0
Charlotte Hornets,18,14,.563,4.5,19,13,100.3,97.5
Detroit Pistons,18,14,.563,4.5,19,13,104.3,101.9
Toronto Raptors,18,14,.563,4.5,17,15,98.0,97.4
Milwaukee Bucks,18,15,.545,5.0,17,16,102.2,101.5
Cleveland Cavaliers,13,19,.406,9.5,13,19,98.8,101.5
Atlanta Hawks,12,20,.375,10.5,14,18,100.7,102.7
Chicago Bulls,4,26,.133,17.5,4,26,84.3,95.8
San Antonio Spurs,22,12,.647,—,25,9,95.6,89.2
Utah Jazz,21,10,.677,-0.5,21,10,95.7,90.5
Denver Nuggets,16,15,.516,4.5,14,17,97.5,98.8
Minnesota Timberwolves,15,14,.517,4.5,15,14,96.4,96.0
Houston Rockets,10,22,.313,11.0,14,18,97.9,99.9
Dallas Mavericks,9,23,.281,12.0,12,20,100.6,104.8
Vancouver Grizzlies,8,24,.250,13.0,8,24,92.8,100.4
Los Angeles Lakers,28,5,.848,—,26,7,98.4,90.2
Portland Trail Blazers,24,8,.750,3.5,25,7,96.8,88.8
Seattle SuperSonics,20,12,.625,7.5,17,15,99.5,98.8
Phoenix Suns,19,12,.613,8.0,21,10,100.1,95.4
Sacramento Kings,18,12,.600,8.5,17,13,104.7,102.7
Los Angeles Clippers,9,22,.290,18.0,7,24,91.9,100.9
Golden State Warriors,6,26,.188,21.5,7,25,93.7,102.2
