Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
Toronto Raptors,36,29,.554,—,34,31,99.3,98.7
New Jersey Nets,30,35,.462,6.0,29,36,97.4,98.8
New York Knicks,29,35,.453,6.5,27,37,99.4,101.5
Philadelphia 76ers,25,40,.385,11.0,26,39,95.2,98.2
Boston Celtics,19,45,.297,16.5,24,40,96.7,100.0
Detroit Pistons,41,22,.651,—,41,22,96.1,92.1
Cleveland Cavaliers,40,25,.615,2.0,41,24,96.8,93.4
Chicago Bulls,39,28,.582,4.0,44,23,98.7,94.3
Indiana Pacers,29,35,.453,12.5,27,37,95.7,98.1
Milwaukee Bucks,23,41,.359,18.5,25,39,100.0,103.3
Washington Wizards,35,28,.556,—,32,31,104.9,104.7
Miami Heat,34,29,.540,1.0,30,33,96.3,96.8
Orlando Magic,30,36,.455,6.5,32,34,94.0,94.6
Atlanta Hawks,26,40,.394,10.5,22,44,93.2,97.8
Charlotte Bobcats,24,41,.369,12.0,21,44,96.0,101.4
Utah Jazz,43,21,.672,—,41,23,102.2,98.0
Denver Nuggets,31,31,.500,11.0,33,29,104.6,103.8
Minnesota Timberwolves,28,35,.444,14.5,27,36,96.3,98.3
Portland Trail Blazers,26,38,.406,17.0,24,40,94.4,97.8
Seattle SuperSonics,25,39,.391,18.0,27,37,99.6,101.8
Phoenix Suns,50,14,.781,—,47,17,110.7,102.8
Los Angeles Lakers,33,31,.516,17.0,32,32,102.5,102.6
Golden State Warriors,30,36,.455,21.0,28,38,104.9,107.0
Los Angeles Clippers,29,35,.453,21.0,28,36,94.6,96.5
Sacramento Kings,28,36,.438,22.0,30,34,101.0,101.8
Dallas Mavericks,52,11,.825,—,48,15,100.9,92.8
San Antonio Spurs,46,18,.719,6.5,50,14,98.2,89.6
Houston Rockets,40,25,.615,13.0,43,22,96.0,91.3
New Orleans/Oklahoma City Hornets,28,36,.438,24.5,26,38,93.5,95.9
Memphis Grizzlies,16,50,.242,37.5,22,44,100.9,106.2
