Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
Boston Celtics,29,22,.569,—,28,23,91.6,90.2
Philadelphia 76ers,29,23,.558,0.5,37,15,93.6,87.8
New York Knicks,27,26,.509,3.0,32,21,97.1,94.4
New Jersey Nets,19,35,.352,11.5,17,37,93.1,98.7
Toronto Raptors,17,35,.327,12.5,19,33,91.7,95.6
Chicago Bulls,42,11,.792,—,42,11,97.2,88.5
Indiana Pacers,30,21,.588,11.0,30,21,96.2,93.6
Milwaukee Bucks,24,28,.462,17.5,26,26,98.4,98.4
Detroit Pistons,19,33,.365,22.5,16,36,89.9,95.4
Cleveland Cavaliers,17,33,.340,23.5,15,35,93.3,99.2
Miami Heat,37,13,.740,—,38,12,101.3,93.6
Orlando Magic,32,20,.615,6.0,30,22,94.2,92.3
Atlanta Hawks,31,23,.574,8.0,30,24,94.6,93.1
Washington Wizards,12,39,.235,25.5,14,37,93.1,99.8
Charlotte Bobcats,7,43,.140,30.0,7,43,87.9,100.6
Oklahoma City Thunder,39,12,.765,—,37,14,103.7,97.1
Denver Nuggets,28,24,.538,11.5,29,23,103.5,102.0
Utah Jazz,27,26,.509,13.0,26,27,98.8,99.0
Minnesota Timberwolves,25,28,.472,15.0,26,27,98.6,98.8
Portland Trail Blazers,24,28,.462,15.5,27,25,96.8,96.0
Los Angeles Lakers,32,20,.615,—,30,22,95.8,93.6
Los Angeles Clippers,31,21,.596,1.0,30,22,97.2,95.2
Phoenix Suns,25,26,.490,6.5,24,27,96.7,97.6
Golden State Warriors,20,30,.400,11.0,21,29,97.8,100.0
Sacramento Kings,18,34,.346,14.0,16,36,98.4,103.9
San Antonio Spurs,36,14,.720,—,33,17,101.4,96.5
Dallas Mavericks,30,23,.566,7.5,29,24,94.8,93.4
Memphis Grizzlies,28,22,.560,8.0,27,23,95.2,93.9
Houston Rockets,28,24,.538,9.0,27,25,98.1,97.4
New Orleans Hornets,13,39,.250,24.0,17,35,89.2,93.7
