Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
Toronto Raptors,2,0,1.000,—,2,0,106.0,83.0
Boston Celtics,1,0,1.000,0.5,1,0,103.0,83.0
New Jersey Nets,2,1,.667,0.5,1,2,91.3,99.0
Philadelphia 76ers,1,2,.333,1.5,1,2,93.7,94.7
New York Knicks,0,1,.000,1.5,0,1,106.0,110.0
Indiana Pacers,3,0,1.000,—,2,1,109.0,102.0
Detroit Pistons,2,0,1.000,0.5,2,0,103.5,86.0
Cleveland Cavaliers,1,1,.500,1.5,1,1,92.0,99.0
Milwaukee Bucks,1,2,.333,2.0,1,2,86.7,92.0
Chicago Bulls,0,3,.000,3.0,1,2,86.7,95.3
Atlanta Hawks,1,0,1.000,—,1,0,101.0,94.0
Charlotte Bobcats,1,0,1.000,—,1,0,102.0,99.0
Orlando Magic,2,1,.667,—,2,1,96.0,93.7
Miami Heat,0,2,.000,1.5,1,1,82.5,89.0
Washington Wizards,0,3,.000,2.0,0,3,91.7,105.3
Denver Nuggets,2,0,1.000,—,2,0,109.5,97.0
Utah Jazz,2,1,.667,0.5,2,1,115.0,104.0
Minnesota Timberwolves,0,1,.000,1.5,0,1,91.0,99.0
Seattle SuperSonics,0,2,.000,2.0,0,2,101.0,113.0
Portland Trail Blazers,0,3,.000,2.5,0,3,90.0,102.7
Los Angeles Clippers,1,0,1.000,—,1,0,120.0,114.0
Los Angeles Lakers,1,1,.500,0.5,2,0,106.0,96.5
Phoenix Suns,1,1,.500,0.5,1,1,102.0,109.0
Golden State Warriors,0,3,.000,2.0,0,3,106.7,123.3
Sacramento Kings,0,3,.000,2.0,0,3,90.7,107.7
Houston Rockets,3,0,1.000,—,2,1,96.7,89.3
San Antonio Spurs,3,0,1.000,—,2,1,102.0,92.7
New Orleans Hornets,2,0,1.000,0.5,2,0,108.5,91.5
Dallas Mavericks,2,1,.667,1.0,2,1,103.0,92.3
Memphis Grizzlies,0,2,.000,2.5,1,1,106.0,112.5
