Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
New York Knicks,16,5,.762,—,16,5,102.6,95.3
Brooklyn Nets,12,9,.571,4.0,12,9,96.0,93.8
Boston Celtics,12,9,.571,4.0,11,10,98.3,97.5
Philadelphia 76ers,12,10,.545,4.5,9,13,92.6,94.6
Toronto Raptors,4,19,.174,13.0,6,17,95.2,102.6
Chicago Bulls,12,9,.571,—,13,8,94.0,91.3
Milwaukee Bucks,11,9,.550,0.5,10,10,96.9,97.1
Indiana Pacers,11,11,.500,1.5,11,11,91.0,91.3
Detroit Pistons,7,17,.292,6.5,9,15,94.3,97.3
Cleveland Cavaliers,5,18,.217,8.0,7,16,94.0,100.0
Miami Heat,14,6,.700,—,13,7,103.2,99.5
Atlanta Hawks,13,6,.684,0.5,12,7,96.3,93.3
Orlando Magic,8,13,.381,6.5,8,13,91.6,95.1
Charlotte Bobcats,7,14,.333,7.5,6,15,96.1,103.3
Washington Wizards,3,16,.158,10.5,5,14,90.4,97.0
Oklahoma City Thunder,18,4,.818,—,17,5,105.4,96.1
Utah Jazz,13,10,.565,5.5,13,10,101.2,99.2
Minnesota Timberwolves,10,9,.526,6.5,10,9,93.9,92.6
Denver Nuggets,11,12,.478,7.5,11,12,100.9,101.0
Portland Trail Blazers,9,12,.429,8.5,8,13,97.1,100.7
Los Angeles Clippers,16,6,.727,—,16,6,101.8,94.2
Golden State Warriors,15,7,.682,1.0,12,10,99.5,98.6
Los Angeles Lakers,9,13,.409,7.0,13,9,101.5,98.8
Phoenix Suns,8,15,.348,8.5,8,15,97.1,102.1
Sacramento Kings,7,14,.333,8.5,7,14,94.0,99.4
San Antonio Spurs,18,5,.783,—,17,6,105.5,97.3
Memphis Grizzlies,14,5,.737,2.0,14,5,97.2,90.7
Dallas Mavericks,11,11,.500,6.5,11,11,100.8,101.3
Houston Rockets,10,11,.476,7.0,10,11,104.2,104.8
New Orleans Hornets,5,16,.238,12.0,6,15,91.3,97.6
