Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
Boston Celtics,37,9,.804,—,38,8,99.8,89.0
Toronto Raptors,26,21,.553,11.5,29,18,99.0,95.4
New Jersey Nets,20,29,.408,18.5,14,35,93.3,99.5
Philadelphia 76ers,20,30,.400,19.0,22,28,94.3,95.8
New York Knicks,14,35,.286,24.5,15,34,94.5,100.5
Detroit Pistons,35,13,.729,—,36,12,97.6,90.0
Cleveland Cavaliers,27,21,.563,8.0,22,26,96.9,97.8
Chicago Bulls,20,29,.408,15.5,20,29,95.0,97.6
Indiana Pacers,20,30,.400,16.0,21,29,103.1,105.5
Milwaukee Bucks,19,31,.380,17.0,14,36,94.2,100.9
Orlando Magic,32,19,.627,—,32,19,103.6,100.1
Washington Wizards,24,24,.500,6.5,25,23,98.1,97.8
Atlanta Hawks,22,24,.478,7.5,21,25,95.0,96.1
Charlotte Bobcats,18,31,.367,13.0,17,32,95.6,100.3
Miami Heat,9,40,.184,22.0,12,37,92.6,100.4
Utah Jazz,32,18,.640,—,35,15,105.4,99.4
Denver Nuggets,29,19,.604,2.0,28,20,106.5,104.1
Portland Trail Blazers,28,20,.583,3.0,25,23,96.4,95.6
Seattle SuperSonics,13,36,.265,18.5,13,36,96.9,104.0
Minnesota Timberwolves,10,37,.213,20.5,12,35,93.8,101.1
Phoenix Suns,34,15,.694,—,34,15,109.8,103.9
Los Angeles Lakers,31,17,.646,2.5,33,15,106.8,101.0
Golden State Warriors,29,20,.592,5.0,28,21,109.6,107.2
Sacramento Kings,22,25,.468,11.0,20,27,100.2,102.4
Los Angeles Clippers,15,31,.326,17.5,15,31,94.4,99.2
New Orleans Hornets,33,15,.688,—,33,15,99.9,94.5
Dallas Mavericks,33,15,.688,—,31,17,100.4,95.9
San Antonio Spurs,31,16,.660,1.5,32,15,96.2,91.1
Houston Rockets,29,20,.592,4.5,29,20,95.6,93.1
Memphis Grizzlies,13,35,.271,20.0,17,31,100.8,105.5
