Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
New Jersey Nets,3,3,.500,—,4,2,86.5,82.7
Philadelphia 76ers,3,3,.500,—,4,2,94.5,92.0
Washington Wizards,3,3,.500,—,4,2,91.2,85.8
Boston Celtics,2,3,.400,0.5,3,2,91.2,90.6
New York Knicks,2,4,.333,1.0,2,4,87.2,91.0
Orlando Magic,1,6,.143,2.5,1,6,84.7,93.7
Miami Heat,0,6,.000,3.0,1,5,79.2,91.8
Indiana Pacers,5,1,.833,—,3,3,86.7,85.0
Detroit Pistons,4,1,.800,0.5,4,1,95.4,88.4
New Orleans Hornets,5,2,.714,0.5,4,3,98.7,94.9
Toronto Raptors,3,2,.600,1.5,1,4,73.0,79.2
Milwaukee Bucks,4,3,.571,1.5,5,2,97.4,91.0
Chicago Bulls,3,4,.429,2.5,1,6,86.9,100.1
Atlanta Hawks,1,5,.167,4.0,2,4,86.8,93.3
Cleveland Cavaliers,1,5,.167,4.0,2,4,92.2,97.8
Houston Rockets,4,1,.800,—,4,1,90.6,78.2
Utah Jazz,4,2,.667,0.5,3,3,95.0,95.2
Minnesota Timberwolves,4,3,.571,1.0,5,2,89.4,85.3
Dallas Mavericks,4,3,.571,1.0,4,3,94.3,92.3
Denver Nuggets,3,3,.500,1.5,3,3,88.2,87.7
San Antonio Spurs,3,4,.429,2.0,3,4,85.1,85.4
Memphis Grizzlies,2,4,.333,2.5,3,3,87.0,88.2
Seattle SuperSonics,3,0,1.000,—,3,0,111.0,95.7
Los Angeles Lakers,5,1,.833,-0.5,4,2,104.5,100.3
Sacramento Kings,3,2,.600,1.0,3,2,106.0,105.0
Golden State Warriors,3,2,.600,1.0,3,2,91.4,86.6
Portland Trail Blazers,3,3,.500,1.5,3,3,90.7,91.3
Phoenix Suns,2,3,.400,2.0,3,2,90.4,90.2
Los Angeles Clippers,1,2,.333,2.0,1,2,103.0,111.7
