Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
Cleveland Cavaliers,39,14,.736,—,37,16,102.9,96.9
Toronto Raptors,35,18,.660,4.0,34,19,101.9,97.7
Boston Celtics,32,24,.571,8.5,35,21,105.5,101.7
Miami Heat,31,24,.564,9.0,28,27,96.7,96.6
Atlanta Hawks,31,26,.544,10.0,33,24,102.7,100.2
Indiana Pacers,29,25,.537,10.5,31,23,102.5,100.3
Charlotte Hornets,28,26,.519,11.5,29,25,102.0,100.8
Chicago Bulls,28,26,.519,11.5,26,28,101.4,102.1
Detroit Pistons,27,28,.491,13.0,29,26,101.5,100.9
Washington Wizards,25,29,.463,14.5,23,31,102.4,104.9
Orlando Magic,24,29,.453,15.0,24,29,99.6,100.9
New York Knicks,24,33,.421,17.0,24,33,99.2,101.3
Milwaukee Bucks,23,33,.411,17.5,20,36,98.4,102.9
Brooklyn Nets,15,40,.273,25.0,15,40,96.5,103.5
Philadelphia 76ers,8,46,.148,31.5,11,43,95.5,105.6
Golden State Warriors,49,5,.907,—,44,10,115.3,103.8
San Antonio Spurs,46,9,.836,3.5,47,8,104.9,92.4
Oklahoma City Thunder,40,15,.727,9.5,41,14,109.9,101.9
Los Angeles Clippers,36,19,.655,13.5,35,20,104.8,100.7
Memphis Grizzlies,32,22,.593,17.0,25,29,98.4,99.1
Dallas Mavericks,29,27,.518,21.0,26,30,100.9,101.8
Portland Trail Blazers,28,27,.509,21.5,30,25,103.1,102.0
Houston Rockets,28,28,.500,22.0,25,31,105.2,106.7
Utah Jazz,27,27,.500,22.0,30,24,97.9,96.5
Sacramento Kings,23,31,.426,26.0,24,30,107.2,109.1
Denver Nuggets,22,33,.400,27.5,22,33,100.7,103.7
New Orleans Pelicans,21,33,.389,28.0,22,32,102.5,105.2
Minnesota Timberwolves,17,39,.304,33.0,21,35,100.4,104.1
Phoenix Suns,14,41,.255,35.5,16,39,100.5,106.9
Los Angeles Lakers,11,45,.196,39.0,12,44,96.8,106.4
