Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
New Jersey Nets,11,6,.647,—,11,6,95.5,91.2
Boston Celtics,10,6,.625,0.5,11,5,95.8,90.9
Orlando Magic,10,9,.526,2.0,13,6,102.7,96.7
New York Knicks,10,9,.526,2.0,9,10,87.2,88.1
Philadelphia 76ers,8,10,.444,3.5,9,9,86.8,86.8
Washington Wizards,5,12,.294,6.0,5,12,90.2,95.4
Miami Heat,2,14,.125,8.5,5,11,82.5,88.2
Detroit Pistons,12,6,.667,—,12,6,97.4,92.5
Toronto Raptors,11,7,.611,1.0,10,8,93.7,91.6
Milwaukee Bucks,9,6,.600,1.5,6,9,92.8,95.3
Indiana Pacers,11,10,.524,2.5,10,11,98.0,98.2
Charlotte Hornets,7,10,.412,4.5,6,11,93.6,97.4
Cleveland Cavaliers,7,11,.389,5.0,6,12,90.3,94.7
Atlanta Hawks,6,13,.316,6.5,7,12,94.6,98.5
Chicago Bulls,3,14,.176,8.5,2,15,81.6,94.5
San Antonio Spurs,13,4,.765,—,13,4,101.7,93.6
Dallas Mavericks,12,7,.632,2.0,11,8,100.8,98.8
Minnesota Timberwolves,11,5,.688,1.5,11,5,99.1,94.0
Utah Jazz,7,11,.389,6.5,7,11,96.7,99.9
Denver Nuggets,7,11,.389,6.5,7,11,93.3,96.6
Houston Rockets,7,12,.368,7.0,6,13,88.5,93.2
Memphis Grizzlies,4,13,.235,9.0,4,13,89.8,98.3
Los Angeles Lakers,16,1,.941,—,14,3,101.2,90.1
Sacramento Kings,14,5,.737,3.0,14,5,101.3,93.4
Phoenix Suns,12,8,.600,5.5,13,7,99.5,94.6
Portland Trail Blazers,9,8,.529,7.0,9,8,94.0,93.9
Los Angeles Clippers,9,9,.500,7.5,11,7,98.2,94.8
Seattle SuperSonics,9,12,.429,9.0,9,12,96.2,98.5
Golden State Warriors,8,11,.421,9.0,7,12,92.4,96.4
