Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
New Jersey Nets,24,9,.727,—,27,6,98.7,88.8
Philadelphia 76ers,19,13,.594,4.5,18,14,93.2,91.9
Boston Celtics,19,13,.594,4.5,17,15,95.9,95.3
Orlando Magic,18,16,.529,6.5,16,18,97.8,98.6
Washington Wizards,15,17,.469,8.5,18,14,91.3,89.8
New York Knicks,12,17,.414,10.0,12,17,92.8,95.1
Miami Heat,12,20,.375,11.5,14,18,86.1,88.0
Indiana Pacers,23,9,.719,—,22,10,98.4,93.1
Detroit Pistons,20,10,.667,2.0,19,11,89.5,86.3
New Orleans Hornets,19,15,.559,5.0,19,15,94.1,92.2
Milwaukee Bucks,13,19,.406,10.0,15,17,99.6,100.4
Atlanta Hawks,12,19,.387,10.5,10,21,92.8,97.5
Chicago Bulls,11,21,.344,12.0,9,23,93.2,99.2
Toronto Raptors,8,25,.242,15.5,8,25,88.5,96.5
Cleveland Cavaliers,7,27,.206,17.0,6,28,90.1,100.5
Dallas Mavericks,26,5,.839,—,26,5,103.0,92.3
San Antonio Spurs,20,13,.606,7.0,21,12,92.5,88.7
Utah Jazz,18,13,.581,8.0,21,10,95.9,90.9
Houston Rockets,17,13,.567,8.5,18,12,92.1,89.2
Minnesota Timberwolves,17,14,.548,9.0,15,16,96.2,96.3
Memphis Grizzlies,10,22,.313,16.5,10,22,95.0,100.2
Denver Nuggets,7,24,.226,19.0,6,25,81.0,89.0
Sacramento Kings,23,9,.719,—,23,9,99.6,93.2
Phoenix Suns,20,12,.625,3.0,18,14,91.0,89.7
Portland Trail Blazers,19,12,.613,3.5,18,13,92.8,91.1
Seattle SuperSonics,16,16,.500,7.0,17,15,92.5,91.8
Los Angeles Lakers,13,19,.406,10.0,14,18,95.1,96.9
Golden State Warriors,12,19,.387,10.5,13,18,98.7,100.6
Los Angeles Clippers,12,21,.364,11.5,12,21,92.3,95.8
