Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
New Jersey Nets,34,28,.548,—,31,31,93.9,93.8
Philadelphia 76ers,31,31,.500,3.0,28,34,100.3,101.6
Boston Celtics,27,36,.429,7.5,28,35,98.5,100.0
Toronto Raptors,22,41,.349,12.5,26,37,100.4,102.7
New York Knicks,17,45,.274,17.0,18,44,95.7,101.8
Detroit Pistons,50,12,.806,—,47,15,97.2,89.8
Cleveland Cavaliers,36,28,.563,15.0,36,28,97.0,95.2
Indiana Pacers,32,29,.525,17.5,36,25,93.8,91.2
Milwaukee Bucks,31,32,.492,19.5,28,35,96.3,97.9
Chicago Bulls,28,35,.444,22.5,31,32,97.2,97.6
Miami Heat,41,21,.661,—,40,22,100.8,96.7
Washington Wizards,31,30,.508,9.5,34,27,101.1,99.5
Orlando Magic,22,41,.349,19.5,25,38,93.2,96.2
Atlanta Hawks,20,41,.328,20.5,20,41,96.5,101.5
Charlotte Bobcats,18,46,.281,24.0,22,42,95.3,100.0
Denver Nuggets,36,29,.554,—,35,30,100.6,99.6
Utah Jazz,30,32,.484,4.5,24,38,90.4,93.6
Minnesota Timberwolves,26,37,.413,9.0,29,34,92.0,93.1
Seattle SuperSonics,25,38,.397,10.0,23,40,101.7,106.0
Portland Trail Blazers,20,42,.323,14.5,14,48,89.2,97.3
Phoenix Suns,43,19,.694,—,44,18,107.8,101.3
Los Angeles Clippers,37,25,.597,6.0,36,26,97.2,94.8
Los Angeles Lakers,33,31,.516,11.0,36,28,99.0,97.4
Sacramento Kings,32,31,.508,11.5,34,29,99.4,98.1
Golden State Warriors,26,37,.413,17.5,28,35,98.6,100.0
San Antonio Spurs,49,14,.778,—,47,16,95.2,88.3
Dallas Mavericks,49,14,.778,—,46,17,99.6,92.9
Memphis Grizzlies,34,29,.540,15.0,36,27,91.0,89.0
New Orleans/Oklahoma City Hornets,31,31,.500,17.5,28,34,92.2,93.5
Houston Rockets,29,35,.453,20.5,30,34,90.8,91.6
