Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
Miami Heat,45,26,.634,—,43,28,95.0,92.0
New York Knicks,44,27,.620,1.0,42,29,92.5,90.3
Philadelphia 76ers,42,29,.592,3.0,39,32,94.7,93.5
Orlando Magic,36,36,.500,9.5,38,34,100.9,100.2
New Jersey Nets,31,40,.437,14.0,36,35,98.3,98.3
Boston Celtics,30,41,.423,15.0,31,40,98.7,100.3
Washington Wizards,25,47,.347,20.5,28,44,96.0,99.3
Indiana Pacers,47,24,.662,—,46,25,101.9,97.6
Toronto Raptors,40,31,.563,7.0,36,35,98.1,98.1
Charlotte Hornets,39,31,.557,7.5,40,30,98.4,96.4
Detroit Pistons,36,34,.514,10.5,37,33,104.0,102.9
Milwaukee Bucks,34,37,.479,13.0,35,36,101.3,101.3
Cleveland Cavaliers,28,43,.394,19.0,26,45,96.6,100.3
Atlanta Hawks,26,45,.366,21.0,25,46,94.6,98.8
Chicago Bulls,14,57,.197,33.0,12,59,84.3,94.1
Utah Jazz,48,22,.686,—,47,23,96.3,91.7
San Antonio Spurs,47,25,.653,2.0,52,20,96.1,89.7
Minnesota Timberwolves,44,27,.620,4.5,43,28,98.9,95.8
Dallas Mavericks,31,41,.431,18.0,32,40,100.7,102.1
Denver Nuggets,29,43,.403,20.0,30,42,98.2,100.7
Houston Rockets,27,45,.375,22.0,31,41,98.3,100.2
Vancouver Grizzlies,19,51,.271,29.0,22,48,93.7,99.2
Los Angeles Lakers,60,12,.833,—,57,15,100.8,91.4
Portland Trail Blazers,52,19,.732,7.5,51,20,97.4,91.1
Phoenix Suns,46,25,.648,13.5,50,21,99.3,93.4
Sacramento Kings,41,29,.586,18.0,43,27,105.1,101.5
Seattle SuperSonics,40,31,.563,19.5,38,33,97.7,96.9
Golden State Warriors,17,55,.236,43.0,17,55,94.8,103.2
Los Angeles Clippers,14,59,.192,46.5,11,62,91.4,103.2
