Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
New York Knicks,37,22,.627,—,37,22,99.8,96.0
Brooklyn Nets,36,26,.581,2.5,33,29,95.0,94.4
Boston Celtics,34,27,.557,4.0,31,30,96.3,95.9
Toronto Raptors,24,39,.381,15.0,28,35,97.8,99.1
Philadelphia 76ers,23,38,.377,15.0,22,39,92.2,96.2
Indiana Pacers,39,23,.629,—,41,21,94.1,89.5
Chicago Bulls,35,27,.565,4.0,34,28,92.5,91.4
Milwaukee Bucks,30,29,.508,7.5,27,32,98.5,99.5
Detroit Pistons,23,41,.359,17.0,24,40,94.4,97.7
Cleveland Cavaliers,21,41,.339,18.0,23,39,97.6,101.1
Miami Heat,46,14,.767,—,44,16,103.5,96.3
Atlanta Hawks,34,27,.557,12.5,32,29,97.7,96.9
Washington Wizards,19,41,.317,27.0,22,38,91.5,95.2
Orlando Magic,17,46,.270,30.5,18,45,94.1,100.6
Charlotte Bobcats,13,49,.210,34.0,11,51,93.0,103.5
Oklahoma City Thunder,46,16,.742,—,49,13,107.0,97.4
Denver Nuggets,41,22,.651,5.5,40,23,105.8,101.6
Utah Jazz,32,30,.516,14.0,31,31,98.5,98.6
Portland Trail Blazers,29,32,.475,16.5,27,34,98.0,99.8
Minnesota Timberwolves,21,37,.362,23.0,23,35,94.8,97.6
Los Angeles Clippers,44,20,.688,—,46,18,100.7,94.3
Golden State Warriors,35,28,.556,8.5,30,33,100.8,101.4
Los Angeles Lakers,32,31,.508,11.5,34,29,102.7,101.7
Sacramento Kings,22,42,.344,22.0,19,45,98.8,105.0
Phoenix Suns,21,41,.339,22.0,19,43,94.5,100.0
San Antonio Spurs,48,15,.762,—,48,15,104.8,96.2
Memphis Grizzlies,41,19,.683,5.5,39,21,93.6,89.5
Houston Rockets,34,29,.540,14.0,38,25,106.8,103.6
Dallas Mavericks,28,33,.459,19.0,28,33,101.2,102.6
New Orleans Hornets,21,41,.339,26.5,23,39,94.5,98.0
