Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
New Jersey Nets,40,24,.625,—,41,23,96.3,92.2
Boston Celtics,37,27,.578,3.0,36,28,96.4,94.8
Philadelphia 76ers,34,30,.531,6.0,37,27,91.5,89.5
Orlando Magic,34,30,.531,6.0,37,27,101.1,99.0
Miami Heat,29,33,.468,10.0,29,33,87.1,88.1
Washington Wizards,29,35,.453,11.0,29,35,92.3,93.8
New York Knicks,24,39,.381,15.5,23,40,91.6,95.4
Detroit Pistons,36,26,.581,—,34,28,93.1,91.7
Milwaukee Bucks,36,27,.571,0.5,34,29,98.0,96.7
Indiana Pacers,32,32,.500,5.0,31,33,97.3,97.6
Charlotte Hornets,31,33,.484,6.0,32,32,93.1,93.2
Toronto Raptors,30,36,.455,8.0,29,37,90.9,92.3
Atlanta Hawks,24,39,.381,12.5,20,43,93.5,99.0
Cleveland Cavaliers,23,41,.359,14.0,25,39,94.3,97.5
Chicago Bulls,16,50,.242,22.0,14,52,87.4,96.0
Dallas Mavericks,45,19,.703,—,39,25,105.2,101.9
San Antonio Spurs,44,21,.677,1.5,45,20,97.0,91.4
Minnesota Timberwolves,40,24,.625,5.0,41,23,99.9,95.9
Utah Jazz,34,30,.531,11.0,34,30,95.5,94.4
Houston Rockets,25,39,.391,20.0,24,40,93.0,96.4
Denver Nuggets,19,42,.311,24.5,19,42,93.2,98.8
Memphis Grizzlies,17,47,.266,28.0,15,49,89.2,97.3
Sacramento Kings,46,18,.719,—,45,19,103.4,97.2
Los Angeles Lakers,45,18,.714,0.5,48,15,101.2,92.9
Portland Trail Blazers,39,25,.609,7.0,40,24,96.8,93.5
Seattle SuperSonics,36,29,.554,10.5,39,26,97.9,95.1
Los Angeles Clippers,34,31,.523,12.5,33,32,95.8,95.5
Phoenix Suns,30,35,.462,16.5,32,33,95.9,96.0
Golden State Warriors,17,46,.270,28.5,21,42,96.6,101.7
