Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
Philadelphia 76ers,14,4,.778,—,13,5,96.5,90.7
New Jersey Nets,11,6,.647,2.5,12,5,96.7,89.9
Boston Celtics,10,5,.667,2.5,9,6,96.5,94.4
Orlando Magic,10,7,.588,3.5,9,8,100.5,100.1
Washington Wizards,6,10,.375,7.0,9,7,90.5,89.2
New York Knicks,4,10,.286,8.0,4,10,91.1,97.1
Miami Heat,4,12,.250,9.0,5,11,82.7,87.8
Indiana Pacers,13,2,.867,—,12,3,97.6,88.9
Detroit Pistons,12,5,.706,2.0,10,7,86.1,83.3
New Orleans Hornets,11,5,.688,2.5,10,6,95.5,92.1
Milwaukee Bucks,8,8,.500,5.5,10,6,99.4,95.7
Atlanta Hawks,8,9,.471,6.0,8,9,98.7,99.8
Toronto Raptors,5,10,.333,8.0,4,11,87.6,94.4
Chicago Bulls,4,12,.250,9.5,4,12,91.4,99.3
Cleveland Cavaliers,2,16,.111,12.5,2,16,83.7,97.0
Dallas Mavericks,15,1,.938,—,14,2,103.4,90.0
San Antonio Spurs,11,7,.611,5.0,13,5,92.4,85.9
Houston Rockets,9,6,.600,5.5,9,6,89.4,86.7
Minnesota Timberwolves,9,8,.529,6.5,8,9,94.1,95.5
Utah Jazz,9,8,.529,6.5,10,7,93.2,91.5
Denver Nuggets,5,11,.313,10.0,3,13,76.9,84.9
Memphis Grizzlies,2,14,.125,13.0,5,11,95.2,101.7
Sacramento Kings,13,5,.722,—,13,5,99.6,93.8
Seattle SuperSonics,9,8,.529,3.5,9,8,94.2,93.9
Phoenix Suns,8,7,.533,3.5,6,9,84.4,86.9
Portland Trail Blazers,7,8,.467,4.5,8,7,88.3,87.9
Los Angeles Lakers,6,11,.353,6.5,6,11,92.1,95.4
Los Angeles Clippers,6,11,.353,6.5,6,11,93.1,96.9
Golden State Warriors,6,11,.353,6.5,8,9,97.2,98.2
