Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
Boston Celtics,39,34,.534,—,39,34,101.4,100.3
Philadelphia 76ers,36,37,.493,3.0,33,40,98.3,99.7
New Jersey Nets,35,39,.473,4.5,29,45,90.2,93.2
Toronto Raptors,30,43,.411,9.0,33,40,99.9,101.3
New York Knicks,29,43,.403,9.5,30,42,96.8,99.0
Detroit Pistons,46,27,.630,—,45,28,93.1,89.9
Chicago Bulls,41,31,.569,4.5,38,34,94.1,93.4
Indiana Pacers,38,34,.528,7.5,37,35,93.1,92.9
Cleveland Cavaliers,38,34,.528,7.5,39,33,96.6,95.3
Milwaukee Bucks,28,45,.384,18.0,30,43,97.0,99.5
Miami Heat,55,19,.743,—,54,20,102.3,95.3
Washington Wizards,41,31,.569,13.0,36,36,100.1,100.2
Orlando Magic,35,38,.479,19.5,33,40,99.8,101.1
Charlotte Bobcats,15,57,.208,39.0,20,52,93.9,100.5
Atlanta Hawks,11,62,.151,43.5,15,58,92.1,101.8
Seattle SuperSonics,50,23,.685,—,46,27,99.5,96.0
Denver Nuggets,41,31,.569,8.5,41,31,98.3,96.4
Minnesota Timberwolves,39,35,.527,11.5,39,35,96.1,95.3
Portland Trail Blazers,24,48,.333,25.5,25,47,92.3,96.5
Utah Jazz,22,50,.306,27.5,26,46,93.7,97.7
Phoenix Suns,56,17,.767,—,53,20,110.4,103.1
Sacramento Kings,45,30,.600,12.0,42,33,102.8,101.1
Los Angeles Lakers,33,40,.452,23.0,31,42,98.0,100.2
Los Angeles Clippers,33,41,.446,23.5,35,39,95.7,96.4
Golden State Warriors,28,45,.384,28.0,29,44,96.7,99.8
San Antonio Spurs,54,19,.740,—,58,15,96.2,87.1
Dallas Mavericks,49,24,.671,5.0,48,25,102.3,97.5
Houston Rockets,44,30,.595,10.5,45,29,93.8,90.8
Memphis Grizzlies,41,31,.569,12.5,44,28,93.4,90.4
New Orleans Hornets,17,55,.236,36.5,19,53,88.7,95.4
