Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
Orlando Magic,14,4,.778,—,11,7,90.2,87.0
Miami Heat,12,4,.750,1.0,12,4,90.4,84.1
Philadelphia 76ers,10,6,.625,3.0,11,5,89.2,83.8
New York Knicks,9,7,.563,4.0,8,8,83.9,83.4
Boston Celtics,7,7,.500,5.0,7,7,97.2,97.6
Washington Wizards,6,9,.400,6.5,6,9,90.9,94.3
New Jersey Nets,3,12,.200,9.5,4,11,85.5,91.1
Indiana Pacers,11,5,.688,—,9,7,92.8,90.9
Milwaukee Bucks,9,5,.643,1.0,9,5,91.1,86.6
Detroit Pistons,10,7,.588,1.5,11,6,90.5,86.2
Atlanta Hawks,8,8,.500,3.0,10,6,85.0,82.5
Cleveland Cavaliers,7,8,.467,3.5,8,7,88.5,87.5
Toronto Raptors,5,10,.333,5.5,6,9,89.2,92.7
Charlotte Hornets,4,11,.267,6.5,4,11,87.1,94.4
Chicago Bulls,4,12,.250,7.0,4,12,81.1,88.4
Utah Jazz,13,3,.813,—,13,3,96.4,86.9
Minnesota Timberwolves,10,6,.625,3.0,11,5,96.8,91.8
Houston Rockets,10,7,.588,3.5,9,8,92.8,91.6
San Antonio Spurs,9,8,.529,4.5,12,5,90.5,85.4
Dallas Mavericks,6,12,.333,8.0,6,12,89.7,94.1
Denver Nuggets,5,12,.294,8.5,5,12,95.1,101.2
Vancouver Grizzlies,4,13,.235,9.5,4,13,94.3,102.4
Portland Trail Blazers,12,3,.800,—,11,4,96.3,89.1
Los Angeles Lakers,12,6,.667,1.5,12,6,98.7,93.4
Seattle SuperSonics,9,6,.600,3.0,8,7,91.5,91.2
Phoenix Suns,9,8,.529,4.0,8,9,96.7,96.7
Sacramento Kings,8,9,.471,5.0,9,8,100.2,100.1
Golden State Warriors,7,10,.412,6.0,6,11,88.4,92.6
Los Angeles Clippers,0,15,.000,12.0,2,13,88.5,102.1
