Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
New Jersey Nets,26,12,.684,—,25,13,95.7,91.1
Boston Celtics,23,15,.605,3.0,23,15,95.8,93.1
Washington Wizards,18,18,.500,7.0,16,20,90.9,92.4
Orlando Magic,20,21,.488,7.5,24,17,100.2,97.6
Philadelphia 76ers,18,20,.474,8.0,21,17,89.6,88.4
New York Knicks,14,23,.378,11.5,14,23,89.6,92.6
Miami Heat,11,26,.297,14.5,12,25,84.5,89.0
Milwaukee Bucks,24,13,.649,—,21,16,97.8,96.2
Toronto Raptors,23,17,.575,2.5,21,19,92.1,91.6
Indiana Pacers,21,20,.512,5.0,20,21,97.4,97.4
Detroit Pistons,18,19,.486,6.0,19,18,94.0,93.5
Charlotte Hornets,18,20,.474,6.5,17,21,93.8,95.6
Atlanta Hawks,13,25,.342,11.5,12,26,94.7,100.4
Cleveland Cavaliers,13,27,.325,12.5,12,28,91.8,97.1
Chicago Bulls,8,30,.211,16.5,7,31,85.8,95.1
Minnesota Timberwolves,28,10,.737,—,28,10,102.2,95.1
San Antonio Spurs,27,10,.730,0.5,27,10,99.4,92.6
Dallas Mavericks,27,12,.692,1.5,25,14,103.3,99.5
Utah Jazz,21,18,.538,7.5,22,17,96.5,95.0
Houston Rockets,13,26,.333,15.5,13,26,91.4,95.8
Denver Nuggets,12,26,.316,16.0,13,25,92.9,97.2
Memphis Grizzlies,12,26,.316,16.0,10,28,90.1,96.8
Sacramento Kings,30,9,.769,—,28,11,103.4,96.4
Los Angeles Lakers,27,9,.750,1.5,29,7,102.1,92.4
Los Angeles Clippers,20,20,.500,10.5,20,20,94.9,94.8
Phoenix Suns,20,20,.500,10.5,22,18,98.6,97.4
Seattle SuperSonics,19,19,.500,10.5,19,19,97.3,97.0
Portland Trail Blazers,19,20,.487,11.0,20,19,93.8,93.2
Golden State Warriors,13,25,.342,16.5,13,25,94.7,99.5
