Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
New Jersey Nets,45,32,.584,—,47,30,90.1,87.3
Miami Heat,38,39,.494,7.0,39,38,90.0,89.8
New York Knicks,36,42,.462,9.5,34,44,91.7,93.4
Boston Celtics,35,42,.455,10.0,35,42,95.0,96.2
Philadelphia 76ers,33,45,.423,12.5,33,45,88.2,90.3
Washington Wizards,24,53,.312,21.0,24,53,92.0,97.4
Orlando Magic,19,59,.244,26.5,21,57,94.3,101.4
Indiana Pacers,57,21,.731,—,55,23,91.0,85.4
Detroit Pistons,51,27,.654,6.0,56,22,90.2,84.5
Milwaukee Bucks,40,38,.513,17.0,42,36,98.2,97.1
New Orleans Hornets,38,40,.487,19.0,38,40,91.8,92.2
Cleveland Cavaliers,32,45,.416,24.5,31,46,93.1,95.8
Toronto Raptors,31,46,.403,25.5,29,48,85.3,88.4
Atlanta Hawks,25,53,.321,32.0,24,54,91.3,96.8
Chicago Bulls,22,55,.286,34.5,21,56,89.3,95.6
Minnesota Timberwolves,54,24,.692,—,53,25,94.3,89.3
San Antonio Spurs,52,25,.675,1.5,57,20,91.7,85.0
Dallas Mavericks,49,28,.636,4.5,50,27,105.2,100.6
Memphis Grizzlies,49,28,.636,4.5,46,31,97.0,94.1
Houston Rockets,42,35,.545,11.5,44,33,89.4,87.8
Utah Jazz,41,37,.526,13.0,36,42,88.7,89.6
Denver Nuggets,40,37,.519,13.5,42,35,97.2,96.1
Sacramento Kings,54,23,.701,—,52,25,103.5,98.0
Los Angeles Lakers,53,25,.679,1.5,50,28,98.1,93.9
Portland Trail Blazers,40,37,.519,14.0,36,41,91.0,92.0
Golden State Warriors,35,42,.455,19.0,37,40,93.3,93.8
Seattle SuperSonics,35,43,.449,19.5,36,42,96.7,97.7
Los Angeles Clippers,27,51,.346,27.5,28,50,95.2,99.3
Phoenix Suns,26,51,.338,28.0,28,49,94.2,98.2
