Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
Toronto Raptors,27,24,.529,—,26,25,98.5,98.3
New Jersey Nets,25,27,.481,2.5,25,27,97.2,97.8
New York Knicks,22,29,.431,5.0,22,29,100.0,101.8
Philadelphia 76ers,17,34,.333,10.0,19,32,95.1,99.0
Boston Celtics,12,37,.245,14.0,18,31,95.9,99.7
Detroit Pistons,31,18,.633,—,31,18,97.0,93.2
Cleveland Cavaliers,29,21,.580,2.5,29,21,96.0,93.5
Chicago Bulls,28,23,.549,4.0,33,18,98.8,94.8
Indiana Pacers,26,24,.520,5.5,24,26,96.5,97.0
Milwaukee Bucks,19,32,.373,13.0,18,33,99.6,103.8
Washington Wizards,28,20,.583,—,25,23,106.7,106.3
Orlando Magic,26,26,.500,4.0,27,25,94.2,93.4
Miami Heat,24,26,.480,5.0,21,29,96.2,98.5
Atlanta Hawks,19,30,.388,9.5,17,32,92.5,96.6
Charlotte Bobcats,18,33,.353,11.5,16,35,94.7,100.1
Utah Jazz,33,17,.660,—,29,21,102.4,99.9
Denver Nuggets,25,24,.510,7.5,27,22,105.5,103.9
Minnesota Timberwolves,23,27,.460,10.0,23,27,96.2,97.1
Portland Trail Blazers,21,30,.412,12.5,18,33,93.8,98.0
Seattle SuperSonics,18,32,.360,15.0,19,31,99.8,103.1
Phoenix Suns,39,11,.780,—,37,13,111.3,103.0
Los Angeles Lakers,30,21,.588,9.5,28,23,103.2,101.9
Los Angeles Clippers,25,25,.500,14.0,23,27,96.5,97.5
Golden State Warriors,24,27,.471,15.5,22,29,105.5,107.4
Sacramento Kings,22,26,.458,16.0,24,24,100.2,100.2
Dallas Mavericks,41,9,.820,—,37,13,100.2,92.9
San Antonio Spurs,33,17,.660,8.0,37,13,98.6,91.2
Houston Rockets,32,18,.640,9.0,35,15,96.0,90.2
New Orleans/Oklahoma City Hornets,24,27,.471,17.5,21,30,92.0,94.2
Memphis Grizzlies,13,39,.250,29.0,17,35,100.5,105.5
