Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
Miami Heat,6,1,.857,—,5,2,108.3,99.3
Boston Celtics,4,3,.571,2.0,4,3,98.4,97.4
New York Knicks,4,4,.500,2.5,5,3,91.9,89.9
Orlando Magic,4,4,.500,2.5,3,5,103.1,105.6
Philadelphia 76ers,3,4,.429,3.0,3,4,92.0,92.6
New Jersey Nets,1,6,.143,5.0,2,5,97.0,102.1
Washington Wizards,1,6,.143,5.0,1,6,94.1,105.1
Indiana Pacers,5,2,.714,—,5,2,105.9,100.3
Toronto Raptors,4,2,.667,0.5,4,2,103.5,96.5
Cleveland Cavaliers,4,2,.667,0.5,3,3,101.2,99.2
Charlotte Hornets,4,3,.571,1.0,4,3,98.4,97.9
Milwaukee Bucks,4,3,.571,1.0,4,3,109.9,107.1
Detroit Pistons,2,5,.286,3.0,3,4,105.9,109.9
Chicago Bulls,1,5,.167,3.5,1,5,86.0,98.0
Atlanta Hawks,1,6,.143,4.0,2,5,98.4,107.3
San Antonio Spurs,6,2,.750,—,7,1,94.9,84.0
Minnesota Timberwolves,3,1,.750,1.0,3,1,103.3,97.8
Utah Jazz,4,3,.571,1.5,4,3,92.1,89.7
Vancouver Grizzlies,3,3,.500,2.0,3,3,97.8,98.7
Dallas Mavericks,3,4,.429,2.5,3,4,107.4,110.3
Denver Nuggets,2,4,.333,3.0,2,4,98.8,104.2
Houston Rockets,2,6,.250,4.0,3,5,91.5,94.3
Portland Trail Blazers,6,1,.857,—,6,1,104.3,87.7
Los Angeles Lakers,7,2,.778,—,6,3,95.3,91.3
Seattle SuperSonics,6,2,.750,0.5,5,3,103.0,99.5
Sacramento Kings,3,1,.750,1.5,2,2,108.0,104.3
Phoenix Suns,4,4,.500,2.5,4,4,93.0,92.4
Golden State Warriors,1,5,.167,4.5,1,5,93.5,107.7
Los Angeles Clippers,1,5,.167,4.5,1,5,90.5,101.3
