Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
Toronto Raptors,22,7,.759,—,22,7,108.2,100.1
Brooklyn Nets,13,15,.464,8.5,12,16,96.9,98.8
Boston Celtics,10,17,.370,11.0,13,14,103.8,104.5
New York Knicks,5,26,.161,18.0,9,22,94.0,100.4
Philadelphia 76ers,4,24,.143,17.5,4,24,91.5,103.1
Chicago Bulls,20,9,.690,—,19,10,103.4,98.7
Cleveland Cavaliers,18,11,.621,2.0,18,11,103.0,99.2
Milwaukee Bucks,15,15,.500,5.5,14,16,99.8,100.4
Indiana Pacers,10,20,.333,10.5,12,18,94.2,96.9
Detroit Pistons,6,23,.207,14.0,9,20,95.3,101.4
Atlanta Hawks,21,8,.724,—,19,10,102.3,97.7
Washington Wizards,20,8,.714,0.5,17,11,100.5,96.9
Miami Heat,14,16,.467,7.5,12,18,94.5,97.6
Orlando Magic,11,21,.344,11.5,10,22,93.7,99.2
Charlotte Hornets,10,20,.333,11.5,10,20,95.8,100.1
Portland Trail Blazers,24,7,.774,—,23,8,104.1,97.1
Oklahoma City Thunder,15,16,.484,9.0,18,13,97.7,95.5
Denver Nuggets,13,17,.433,10.5,12,18,101.4,103.9
Utah Jazz,9,20,.310,14.0,10,19,96.4,101.2
Minnesota Timberwolves,5,23,.179,17.5,6,22,98.6,108.9
Golden State Warriors,23,5,.821,—,21,7,107.4,98.7
Los Angeles Clippers,20,10,.667,4.0,21,9,106.5,100.8
Phoenix Suns,17,14,.548,7.5,17,14,105.3,103.6
Sacramento Kings,12,17,.414,11.5,13,16,101.5,103.0
Los Angeles Lakers,9,21,.300,15.0,9,21,102.1,109.0
Houston Rockets,21,7,.750,—,18,10,100.7,96.8
Memphis Grizzlies,21,8,.724,0.5,19,10,102.3,97.7
Dallas Mavericks,21,10,.677,1.5,22,9,109.4,103.0
San Antonio Spurs,18,13,.581,4.5,20,11,102.6,98.7
New Orleans Pelicans,15,14,.517,6.5,14,15,101.7,101.8
