Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
New York Knicks,17,18,.486,—,15,20,96.6,98.4
Boston Celtics,16,20,.444,1.5,18,18,100.8,100.5
Philadelphia 76ers,15,19,.441,1.5,14,20,96.9,99.5
Toronto Raptors,14,22,.389,3.5,16,20,98.1,99.4
New Jersey Nets,12,22,.353,4.5,9,25,86.2,92.5
Cleveland Cavaliers,21,12,.636,—,21,12,97.2,93.2
Detroit Pistons,20,14,.588,1.5,18,16,90.1,89.1
Indiana Pacers,17,16,.515,4.0,14,19,93.4,95.6
Chicago Bulls,15,18,.455,6.0,16,17,91.1,91.8
Milwaukee Bucks,12,21,.364,9.0,13,20,95.7,98.8
Miami Heat,28,10,.737,—,25,13,101.1,96.3
Washington Wizards,20,13,.606,5.5,18,15,101.8,100.2
Orlando Magic,19,15,.559,7.0,18,16,101.3,100.8
Charlotte Bobcats,8,23,.258,16.5,9,22,93.1,98.8
Atlanta Hawks,6,26,.188,19.0,6,26,90.5,99.9
Seattle SuperSonics,25,9,.735,—,22,12,100.0,95.5
Minnesota Timberwolves,17,17,.500,8.0,19,15,98.9,96.9
Portland Trail Blazers,15,19,.441,10.0,14,20,92.6,95.1
Denver Nuggets,15,20,.429,10.5,14,21,95.0,97.9
Utah Jazz,13,24,.351,13.5,14,23,94.7,97.9
Phoenix Suns,31,5,.861,—,29,7,110.0,99.1
Sacramento Kings,22,11,.667,7.5,20,13,102.0,98.6
Los Angeles Lakers,18,15,.545,11.5,17,16,98.2,97.8
Los Angeles Clippers,17,17,.500,13.0,17,17,95.4,95.3
Golden State Warriors,11,25,.306,20.0,11,25,93.3,98.7
San Antonio Spurs,29,8,.784,—,32,5,97.2,85.7
Dallas Mavericks,22,11,.667,5.0,23,10,102.4,96.4
Houston Rockets,18,17,.514,10.0,19,16,92.5,91.6
Memphis Grizzlies,18,18,.500,10.5,20,16,93.1,91.4
New Orleans Hornets,4,30,.118,23.5,7,27,86.4,95.1
