Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
Toronto Raptors,6,9,.400,—,8,7,96.9,96.4
Boston Celtics,7,11,.389,0.5,7,11,93.4,96.9
Philadelphia 76ers,6,11,.353,1.0,5,12,103.2,109.8
Brooklyn Nets,4,12,.250,2.5,4,12,95.7,103.3
New York Knicks,3,12,.200,3.0,4,11,92.4,98.8
Indiana Pacers,15,1,.938,—,14,2,97.1,85.6
Chicago Bulls,7,7,.500,7.0,7,7,92.3,91.8
Detroit Pistons,6,10,.375,9.0,7,9,98.3,100.3
Cleveland Cavaliers,4,12,.250,11.0,3,13,92.2,101.3
Milwaukee Bucks,2,13,.133,12.5,3,12,89.0,99.7
Miami Heat,13,3,.813,—,13,3,104.9,95.3
Atlanta Hawks,9,8,.529,4.5,8,9,98.5,99.1
Charlotte Bobcats,8,9,.471,5.5,7,10,88.6,91.4
Washington Wizards,7,9,.438,6.0,7,9,98.6,100.8
Orlando Magic,6,10,.375,7.0,7,9,99.4,101.1
Portland Trail Blazers,13,3,.813,—,11,5,104.0,99.0
Oklahoma City Thunder,11,3,.786,1.0,9,5,103.5,98.9
Denver Nuggets,9,6,.600,3.5,8,7,104.5,102.9
Minnesota Timberwolves,8,9,.471,5.5,11,6,105.7,100.9
Utah Jazz,2,15,.118,11.5,3,14,89.2,99.9
Los Angeles Clippers,12,5,.706,—,11,6,106.8,101.6
Phoenix Suns,9,7,.563,2.5,9,7,101.6,98.9
Golden State Warriors,9,8,.529,3.0,10,7,102.2,98.8
Los Angeles Lakers,9,8,.529,3.0,8,9,100.6,102.3
Sacramento Kings,4,10,.286,6.5,5,9,95.9,99.9
San Antonio Spurs,14,2,.875,—,13,3,101.7,90.4
Houston Rockets,12,5,.706,2.5,12,5,109.3,102.5
Dallas Mavericks,10,7,.588,4.5,10,7,104.4,102.5
Memphis Grizzlies,8,7,.533,5.5,6,9,93.9,95.9
New Orleans Pelicans,7,8,.467,6.5,8,7,102.1,100.3
