Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
New Jersey Nets,19,9,.679,—,22,6,97.3,89.1
Boston Celtics,18,9,.667,0.5,16,11,97.2,94.3
Philadelphia 76ers,18,10,.643,1.0,17,11,94.8,91.7
Orlando Magic,15,14,.517,4.5,13,16,97.7,98.8
Washington Wizards,12,15,.444,6.5,15,12,90.7,89.4
Miami Heat,9,19,.321,10.0,10,18,85.1,88.9
New York Knicks,8,16,.333,9.0,9,15,92.5,95.9
Indiana Pacers,20,8,.714,—,19,9,98.6,93.6
Detroit Pistons,18,8,.692,1.0,16,10,89.2,86.0
New Orleans Hornets,18,11,.621,2.5,17,12,95.3,92.6
Milwaukee Bucks,12,15,.444,7.5,14,13,99.8,98.9
Atlanta Hawks,11,16,.407,8.5,10,17,94.9,98.6
Chicago Bulls,10,18,.357,10.0,9,19,93.0,98.5
Toronto Raptors,8,19,.296,11.5,7,20,89.2,96.3
Cleveland Cavaliers,6,24,.200,15.0,6,24,90.7,100.6
Dallas Mavericks,23,4,.852,—,22,5,103.5,92.4
San Antonio Spurs,18,10,.643,5.5,18,10,91.7,87.7
Utah Jazz,15,12,.556,8.0,17,10,94.5,90.6
Houston Rockets,15,12,.556,8.0,16,11,91.9,89.3
Minnesota Timberwolves,15,13,.536,8.5,14,14,95.8,95.7
Memphis Grizzlies,8,21,.276,16.0,8,21,94.3,100.5
Denver Nuggets,6,22,.214,17.5,5,23,80.2,88.8
Sacramento Kings,22,8,.733,—,22,8,98.9,92.1
Phoenix Suns,17,11,.607,4.0,14,14,89.5,89.6
Portland Trail Blazers,15,11,.577,5.0,15,11,91.4,89.8
Seattle SuperSonics,14,15,.483,7.5,15,14,93.2,92.4
Los Angeles Clippers,12,16,.429,9.0,11,17,92.2,94.7
Los Angeles Lakers,11,18,.379,10.5,11,18,94.1,97.1
Golden State Warriors,9,18,.333,11.5,11,16,98.6,101.3
