Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
Philadelphia 76ers,32,10,.762,—,30,12,95.4,89.2
New York Knicks,25,16,.610,6.5,26,15,87.4,84.2
Miami Heat,26,18,.591,7.0,26,18,88.1,85.9
Orlando Magic,19,21,.475,12.0,20,20,96.7,96.7
Boston Celtics,16,26,.381,16.0,15,27,93.0,97.1
New Jersey Nets,14,29,.326,18.5,14,29,89.6,94.5
Washington Wizards,9,34,.209,23.5,11,32,90.4,97.6
Milwaukee Bucks,26,15,.634,—,26,15,99.8,96.1
Charlotte Hornets,24,20,.545,3.5,26,18,90.3,87.9
Toronto Raptors,22,21,.512,5.0,23,20,96.1,95.2
Cleveland Cavaliers,20,20,.500,5.5,17,23,92.6,94.5
Indiana Pacers,20,21,.488,6.0,21,20,91.9,91.6
Detroit Pistons,15,27,.357,11.5,15,27,95.1,99.1
Atlanta Hawks,14,26,.350,11.5,15,25,87.0,90.6
Chicago Bulls,6,36,.143,20.5,7,35,86.8,97.5
Dallas Mavericks,27,17,.614,—,27,17,98.9,95.8
Utah Jazz,26,14,.650,-1.0,27,13,97.2,92.1
San Antonio Spurs,24,15,.615,0.5,27,12,94.9,89.7
Denver Nuggets,25,17,.595,1.0,21,21,99.1,99.4
Minnesota Timberwolves,25,18,.581,1.5,23,20,96.4,95.7
Houston Rockets,20,22,.476,6.0,22,20,95.7,95.3
Vancouver Grizzlies,11,30,.268,14.5,13,28,92.1,97.2
Portland Trail Blazers,31,13,.705,—,29,15,95.2,90.5
Sacramento Kings,28,11,.718,0.5,29,10,101.1,93.6
Los Angeles Lakers,26,14,.650,3.0,24,16,101.0,97.9
Phoenix Suns,24,16,.600,5.0,24,16,94.3,91.5
Seattle SuperSonics,24,21,.533,7.5,22,23,98.4,98.5
Golden State Warriors,14,28,.333,16.0,14,28,95.8,100.7
Los Angeles Clippers,13,30,.302,17.5,15,28,90.5,94.3
