Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
Orlando Magic,4,1,.800,—,3,2,90.2,86.4
Philadelphia 76ers,3,1,.750,0.5,3,1,89.3,81.3
New York Knicks,2,2,.500,1.5,2,2,84.5,83.0
Boston Celtics,2,2,.500,1.5,1,3,91.8,96.0
Miami Heat,2,3,.400,2.0,2,3,91.6,92.0
New Jersey Nets,1,3,.250,2.5,1,3,85.3,91.0
Washington Wizards,1,3,.250,2.5,1,3,92.5,100.0
Milwaukee Bucks,3,0,1.000,—,3,0,99.7,86.3
Atlanta Hawks,4,1,.800,—,4,1,93.4,85.4
Indiana Pacers,3,2,.600,1.0,3,2,96.4,94.8
Detroit Pistons,3,2,.600,1.0,3,2,95.0,91.8
Cleveland Cavaliers,2,3,.400,2.0,2,3,86.2,87.6
Chicago Bulls,1,3,.250,2.5,1,3,81.0,87.0
Toronto Raptors,1,3,.250,2.5,1,3,90.3,95.8
Charlotte Hornets,1,4,.200,3.0,1,4,86.4,93.8
Utah Jazz,5,0,1.000,—,4,1,94.6,84.2
Houston Rockets,4,1,.800,1.0,4,1,94.6,88.0
Minnesota Timberwolves,3,1,.750,1.5,3,1,88.0,83.3
San Antonio Spurs,3,3,.500,2.5,4,2,88.2,85.3
Vancouver Grizzlies,1,3,.250,3.5,1,3,91.3,101.0
Denver Nuggets,1,4,.200,4.0,1,4,95.6,104.2
Dallas Mavericks,1,4,.200,4.0,1,4,91.2,97.2
Seattle SuperSonics,4,0,1.000,—,3,1,90.5,81.8
Los Angeles Lakers,3,2,.600,1.5,2,3,89.6,90.0
Portland Trail Blazers,2,1,.667,1.5,2,1,94.3,86.3
Phoenix Suns,2,2,.500,2.0,2,2,96.3,98.5
Sacramento Kings,2,2,.500,2.0,2,2,96.5,93.8
Los Angeles Clippers,0,3,.000,3.5,1,2,91.7,98.3
Golden State Warriors,0,5,.000,4.5,1,4,83.4,92.8
