Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
New Jersey Nets,37,23,.617,—,38,22,89.8,86.4
New York Knicks,27,35,.435,11.0,27,35,91.2,93.1
Boston Celtics,26,36,.419,12.0,28,34,94.7,96.1
Miami Heat,26,36,.419,12.0,27,35,88.3,89.8
Philadelphia 76ers,24,38,.387,14.0,26,36,88.5,90.7
Washington Wizards,20,39,.339,16.5,19,40,91.0,95.7
Orlando Magic,17,46,.270,21.5,19,44,95.2,101.0
Indiana Pacers,45,16,.738,—,42,19,90.0,85.1
Detroit Pistons,39,25,.609,7.5,41,23,89.9,86.3
Milwaukee Bucks,33,28,.541,12.0,34,27,97.7,96.0
New Orleans Hornets,33,28,.541,12.0,31,30,92.4,92.2
Toronto Raptors,26,35,.426,19.0,23,38,84.1,87.0
Cleveland Cavaliers,25,36,.410,20.0,25,36,92.4,95.1
Atlanta Hawks,20,41,.328,25.0,18,43,89.5,95.4
Chicago Bulls,18,43,.295,27.0,18,43,89.6,95.4
Minnesota Timberwolves,44,17,.721,—,43,18,95.3,89.6
San Antonio Spurs,40,21,.656,4.0,44,17,90.2,84.3
Dallas Mavericks,39,21,.650,4.5,38,22,103.8,99.7
Memphis Grizzlies,37,24,.607,7.0,36,25,96.9,94.5
Houston Rockets,34,26,.567,9.5,36,24,88.1,85.5
Denver Nuggets,33,29,.532,11.5,34,28,97.3,96.0
Utah Jazz,31,30,.508,13.0,28,33,89.4,90.5
Sacramento Kings,45,15,.750,—,44,16,104.8,97.7
Los Angeles Lakers,39,21,.650,6.0,38,22,98.2,94.4
Portland Trail Blazers,29,32,.475,16.5,26,35,91.3,93.4
Seattle SuperSonics,27,34,.443,18.5,28,33,97.2,98.4
Golden State Warriors,25,34,.424,19.5,27,32,93.9,95.1
Los Angeles Clippers,25,35,.417,20.0,24,36,96.3,99.2
Phoenix Suns,21,41,.339,25.0,24,38,93.9,97.0
