Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
Boston Celtics,41,12,.774,—,42,11,100.1,90.6
Toronto Raptors,29,24,.547,12.0,34,19,99.6,95.6
New Jersey Nets,24,31,.436,18.0,18,37,94.1,99.2
Philadelphia 76ers,24,32,.429,18.5,27,29,94.9,95.3
New York Knicks,17,38,.309,25.0,16,39,95.0,101.0
Detroit Pistons,40,15,.727,—,42,13,98.0,90.3
Cleveland Cavaliers,31,24,.564,9.0,25,30,97.1,98.2
Chicago Bulls,22,32,.407,17.5,22,32,95.6,98.2
Indiana Pacers,22,33,.400,18.0,23,32,102.6,105.1
Milwaukee Bucks,20,35,.364,20.0,15,40,94.7,101.3
Orlando Magic,35,22,.614,—,35,22,104.3,100.9
Washington Wizards,25,29,.463,8.5,27,27,98.4,98.6
Atlanta Hawks,23,30,.434,10.0,22,31,95.5,97.6
Charlotte Bobcats,19,36,.345,15.0,17,38,95.3,100.7
Miami Heat,9,44,.170,24.0,13,40,93.2,100.9
Utah Jazz,35,20,.636,—,38,17,105.6,99.8
Denver Nuggets,33,21,.611,1.5,31,23,107.2,104.8
Portland Trail Blazers,29,26,.527,6.0,26,29,95.2,95.7
Seattle SuperSonics,15,39,.278,19.5,15,39,96.9,103.5
Minnesota Timberwolves,11,42,.208,23.0,14,39,93.6,100.8
Phoenix Suns,38,17,.691,—,37,18,109.6,104.0
Los Angeles Lakers,37,17,.685,0.5,38,16,107.8,101.1
Golden State Warriors,33,22,.600,5.0,31,24,110.1,108.1
Sacramento Kings,26,28,.481,11.5,24,30,100.9,102.4
Los Angeles Clippers,19,33,.365,17.5,19,33,94.7,98.7
New Orleans Hornets,37,16,.698,—,36,17,100.1,94.8
San Antonio Spurs,36,17,.679,1.0,36,17,96.2,91.2
Dallas Mavericks,36,19,.655,2.0,35,20,99.2,95.3
Houston Rockets,35,20,.636,3.0,35,20,96.1,92.5
Memphis Grizzlies,14,41,.255,24.0,18,37,99.7,104.9
