Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
Toronto Raptors,46,33,.582,—,48,31,101.1,97.9
Brooklyn Nets,43,36,.544,3.0,38,41,98.7,99.4
New York Knicks,34,45,.430,12.0,36,43,98.5,99.6
Boston Celtics,25,55,.313,21.5,28,52,96.0,100.3
Philadelphia 76ers,17,63,.213,29.5,15,65,99.3,110.2
Indiana Pacers,54,26,.675,—,52,28,96.6,92.4
Chicago Bulls,47,32,.595,6.5,45,34,93.6,91.7
Cleveland Cavaliers,32,49,.395,22.5,30,51,98.0,101.7
Detroit Pistons,29,51,.363,25.0,30,50,100.9,104.5
Milwaukee Bucks,15,65,.188,39.0,19,61,95.3,103.5
Miami Heat,54,26,.675,—,54,26,102.5,97.2
Washington Wizards,42,38,.525,12.0,42,38,100.3,99.4
Charlotte Bobcats,41,39,.513,13.0,39,41,97.0,97.3
Atlanta Hawks,37,43,.463,17.0,38,42,101.0,101.5
Orlando Magic,23,56,.291,30.5,26,53,96.8,101.9
Oklahoma City Thunder,58,21,.734,—,57,22,106.4,99.6
Portland Trail Blazers,52,28,.650,6.5,50,30,106.6,102.6
Minnesota Timberwolves,40,39,.506,18.0,47,32,106.5,103.5
Denver Nuggets,36,44,.450,22.5,35,45,104.3,106.3
Utah Jazz,24,56,.300,34.5,21,59,94.4,101.6
Los Angeles Clippers,56,24,.700,—,58,22,107.9,100.8
Golden State Warriors,49,30,.620,6.5,52,27,103.6,98.8
Phoenix Suns,47,33,.588,9.0,47,33,105.4,102.7
Sacramento Kings,27,53,.338,29.0,32,48,100.5,103.4
Los Angeles Lakers,25,54,.316,30.5,23,56,102.8,109.5
San Antonio Spurs,62,18,.775,—,60,20,105.5,97.4
Houston Rockets,53,27,.663,9.0,52,28,107.8,103.2
Dallas Mavericks,49,32,.605,13.5,47,34,104.8,102.4
Memphis Grizzlies,47,32,.595,14.5,44,35,95.9,94.5
New Orleans Pelicans,32,48,.400,30.0,32,48,99.6,102.6
