Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
Orlando Magic,11,4,.733,—,9,6,90.3,88.3
Miami Heat,10,4,.714,0.5,10,4,90.2,84.4
Philadelphia 76ers,9,5,.643,1.5,10,4,89.1,83.3
New York Knicks,9,6,.600,2.0,8,7,83.7,83.1
Boston Celtics,6,7,.462,4.0,6,7,96.8,97.8
Washington Wizards,5,8,.385,5.0,5,8,91.0,94.2
New Jersey Nets,3,11,.214,7.5,4,10,85.8,90.8
Indiana Pacers,10,4,.714,—,8,6,92.5,89.9
Detroit Pistons,9,6,.600,1.5,10,5,90.5,86.3
Atlanta Hawks,8,7,.533,2.5,9,6,85.5,82.3
Milwaukee Bucks,7,5,.583,2.0,7,5,90.2,87.3
Cleveland Cavaliers,6,7,.462,3.5,7,6,88.2,87.2
Toronto Raptors,4,9,.308,5.5,4,9,89.8,94.2
Chicago Bulls,4,11,.267,6.5,4,11,80.7,87.5
Charlotte Hornets,3,9,.250,6.0,3,9,87.5,96.3
Utah Jazz,11,3,.786,—,11,3,94.9,86.4
Minnesota Timberwolves,9,5,.643,2.0,10,4,97.2,91.4
Houston Rockets,8,7,.533,3.5,7,8,91.6,92.5
San Antonio Spurs,7,8,.467,4.5,9,6,88.6,85.9
Dallas Mavericks,6,10,.375,6.0,6,10,90.0,93.3
Denver Nuggets,5,10,.333,6.5,5,10,95.7,101.5
Vancouver Grizzlies,4,10,.286,7.0,4,10,95.1,101.6
Portland Trail Blazers,10,3,.769,—,10,3,96.2,89.2
Los Angeles Lakers,10,6,.625,1.5,11,5,98.3,92.9
Seattle SuperSonics,9,4,.692,1.0,7,6,90.8,89.5
Phoenix Suns,8,6,.571,2.5,7,7,96.4,95.6
Sacramento Kings,7,8,.467,4.0,7,8,99.9,100.3
Golden State Warriors,6,8,.429,4.5,5,9,88.7,92.1
Los Angeles Clippers,0,13,.000,10.0,2,11,89.6,101.7
