Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
Philadelphia 76ers,7,8,.467,—,7,8,90.3,90.5
New Jersey Nets,6,7,.462,—,8,5,85.9,83.3
Washington Wizards,6,8,.429,0.5,7,7,92.1,92.5
Boston Celtics,5,8,.385,1.0,6,7,86.9,87.2
New York Knicks,5,9,.357,1.5,5,9,87.6,91.4
Miami Heat,4,11,.267,3.0,4,11,86.2,93.6
Orlando Magic,1,13,.071,5.5,3,11,87.9,97.2
Indiana Pacers,12,2,.857,—,10,4,87.9,81.4
Detroit Pistons,10,5,.667,2.5,10,5,94.2,89.2
New Orleans Hornets,10,5,.667,2.5,9,6,93.1,90.8
Milwaukee Bucks,7,7,.500,5.0,9,5,94.8,91.6
Toronto Raptors,6,7,.462,5.5,3,10,76.6,83.3
Atlanta Hawks,5,10,.333,7.5,4,11,90.2,96.0
Cleveland Cavaliers,4,10,.286,8.0,5,9,90.5,94.6
Chicago Bulls,4,11,.267,8.5,3,12,89.7,100.5
Dallas Mavericks,10,4,.714,—,10,4,101.6,94.7
Houston Rockets,9,4,.692,0.5,10,3,89.1,82.2
Minnesota Timberwolves,8,6,.571,2.0,8,6,89.0,86.3
San Antonio Spurs,8,6,.571,2.0,10,4,89.9,83.5
Denver Nuggets,8,6,.571,2.0,8,6,93.2,90.7
Utah Jazz,7,6,.538,2.5,6,7,93.5,94.4
Memphis Grizzlies,6,7,.462,3.5,5,8,93.1,96.0
Los Angeles Lakers,11,3,.786,—,10,4,102.2,94.6
Sacramento Kings,10,4,.714,1.0,10,4,105.6,98.4
Seattle SuperSonics,7,5,.583,3.0,6,6,94.7,94.7
Portland Trail Blazers,7,7,.500,4.0,6,8,89.1,91.0
Golden State Warriors,6,7,.462,4.5,7,6,91.2,89.9
Phoenix Suns,6,7,.462,4.5,6,7,91.7,93.5
Los Angeles Clippers,4,6,.400,5.0,3,7,97.7,103.0
