Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
Cleveland Cavaliers,4,0,1.000,—,3,1,111.0,99.5
Boston Celtics,3,1,.750,1.0,2,2,108.0,105.0
Atlanta Hawks,3,1,.750,1.0,3,1,110.0,97.3
Chicago Bulls,3,1,.750,1.0,3,1,110.3,98.8
Toronto Raptors,3,1,.750,1.0,3,1,104.5,97.5
Charlotte Hornets,3,1,.750,1.0,3,1,102.8,96.0
Detroit Pistons,3,2,.600,1.5,3,2,100.0,94.4
Milwaukee Bucks,2,2,.500,2.0,1,3,101.5,106.5
Indiana Pacers,2,2,.500,2.0,2,2,110.0,112.5
Miami Heat,2,2,.500,2.0,2,2,101.5,98.8
Brooklyn Nets,2,3,.400,2.5,2,3,105.0,109.0
New York Knicks,1,3,.250,3.0,1,3,96.8,110.3
Orlando Magic,1,3,.250,3.0,1,3,95.0,105.5
Washington Wizards,0,3,.000,3.5,1,2,101.7,113.0
Philadelphia 76ers,0,4,.000,4.0,0,4,90.8,104.8
Oklahoma City Thunder,4,0,1.000,—,3,1,103.5,96.5
San Antonio Spurs,4,1,.800,0.5,4,1,105.2,95.6
Golden State Warriors,3,1,.750,1.0,2,2,113.8,111.8
Los Angeles Clippers,3,1,.750,1.0,3,1,100.3,91.0
Utah Jazz,3,2,.600,1.5,3,2,95.6,92.4
Houston Rockets,3,2,.600,1.5,3,2,110.2,107.4
Memphis Grizzlies,3,2,.600,1.5,2,3,97.4,102.2
Portland Trail Blazers,2,3,.400,2.5,2,3,110.6,115.2
Los Angeles Lakers,2,3,.400,2.5,2,3,107.2,110.8
Sacramento Kings,2,3,.400,2.5,2,3,100.8,102.6
Denver Nuggets,1,2,.333,2.5,2,1,107.3,107.3
Minnesota Timberwolves,1,2,.333,2.5,2,1,105.7,96.0
Phoenix Suns,1,4,.200,3.5,1,4,104.0,112.6
Dallas Mavericks,0,4,.000,4.0,1,3,98.0,106.5
New Orleans Pelicans,0,5,.000,4.5,1,4,98.2,106.6
