Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
Toronto Raptors,40,16,.714,—,42,14,111.7,103.5
Boston Celtics,40,18,.690,1.0,36,22,102.9,99.1
Cleveland Cavaliers,34,22,.607,6.0,28,28,110.2,110.0
Milwaukee Bucks,32,24,.571,8.0,28,28,104.3,104.1
Washington Wizards,32,24,.571,8.0,31,25,107.2,105.4
Indiana Pacers,32,25,.561,8.5,31,26,106.8,105.5
Miami Heat,30,27,.526,10.5,27,30,100.5,101.4
Philadelphia 76ers,29,25,.537,10.0,30,24,107.6,105.6
Detroit Pistons,27,29,.482,13.0,28,28,103.4,103.6
Charlotte Hornets,23,33,.411,17.0,27,29,106.1,106.7
New York Knicks,23,35,.397,18.0,24,34,103.5,105.9
Chicago Bulls,20,36,.357,20.0,18,38,103.4,109.0
Brooklyn Nets,19,39,.328,22.0,21,37,105.4,109.7
Orlando Magic,18,38,.321,22.0,20,36,105.6,109.9
Atlanta Hawks,18,40,.310,23.0,21,37,103.8,107.9
Golden State Warriors,44,13,.772,—,42,15,115.8,107.5
Houston Rockets,43,13,.768,0.5,42,14,114.4,105.6
San Antonio Spurs,35,24,.593,10.0,36,23,101.6,98.5
Minnesota Timberwolves,35,25,.583,10.5,35,25,109.6,106.7
Oklahoma City Thunder,32,26,.552,12.5,35,23,106.3,103.0
Portland Trail Blazers,31,26,.544,13.0,30,27,104.7,103.7
Denver Nuggets,31,26,.544,13.0,30,27,107.4,106.5
New Orleans Pelicans,30,26,.536,13.5,28,28,110.8,111.1
Los Angeles Clippers,29,26,.527,14.0,29,26,107.6,106.8
Utah Jazz,29,28,.509,15.0,32,25,103.4,101.8
Los Angeles Lakers,23,32,.418,20.0,23,32,107.0,109.5
Memphis Grizzlies,18,37,.327,25.0,21,34,98.9,102.6
Sacramento Kings,18,38,.321,25.5,14,42,98.8,106.9
Dallas Mavericks,18,40,.310,26.5,24,34,102.1,104.4
Phoenix Suns,18,40,.310,26.5,14,44,104.0,112.9
