Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
Miami Heat,45,26,.634,—,43,28,95.0,92.0
New York Knicks,45,27,.625,0.5,42,30,92.4,90.2
Philadelphia 76ers,42,30,.583,3.5,39,33,94.6,93.6
Orlando Magic,37,36,.507,9.0,39,34,101.0,100.1
New Jersey Nets,31,41,.431,14.5,36,36,98.3,98.3
Boston Celtics,30,42,.417,15.5,32,40,98.7,100.4
Washington Wizards,26,47,.356,20.0,28,45,96.2,99.3
Indiana Pacers,48,24,.667,—,47,25,102.0,97.4
Charlotte Hornets,40,31,.563,7.5,41,30,98.5,96.4
Toronto Raptors,40,32,.556,8.0,36,36,98.1,98.2
Detroit Pistons,36,35,.507,11.5,38,33,103.9,102.8
Milwaukee Bucks,34,37,.479,13.5,35,36,101.3,101.3
Cleveland Cavaliers,28,43,.394,19.5,26,45,96.6,100.3
Atlanta Hawks,26,45,.366,21.5,25,46,94.6,98.8
Chicago Bulls,14,57,.197,33.5,12,59,84.3,94.1
Utah Jazz,49,22,.690,—,48,23,96.5,91.7
San Antonio Spurs,47,25,.653,2.5,52,20,96.1,89.7
Minnesota Timberwolves,44,28,.611,5.5,43,29,98.7,96.0
Dallas Mavericks,31,41,.431,18.5,32,40,100.7,102.1
Denver Nuggets,29,43,.403,20.5,30,42,98.2,100.7
Houston Rockets,27,45,.375,22.5,31,41,98.3,100.2
Vancouver Grizzlies,19,52,.268,30.0,22,49,93.5,99.0
Los Angeles Lakers,61,12,.836,—,58,15,100.8,91.4
Portland Trail Blazers,52,19,.732,8.0,51,20,97.4,91.1
Phoenix Suns,47,25,.653,13.5,50,22,99.3,93.4
Sacramento Kings,41,30,.577,19.0,43,28,105.1,101.8
Seattle SuperSonics,41,31,.569,19.5,39,33,98.1,97.1
Golden State Warriors,17,56,.233,44.0,17,56,94.8,103.3
Los Angeles Clippers,14,59,.192,47.0,11,62,91.4,103.2
