Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
New Jersey Nets,4,0,1.000,—,4,0,100.0,86.5
Orlando Magic,3,1,.750,1.0,3,1,100.0,93.8
Philadelphia 76ers,2,1,.667,1.5,2,1,93.7,91.3
Boston Celtics,1,2,.333,2.5,0,3,94.0,106.7
Washington Wizards,1,2,.333,2.5,3,0,87.0,76.7
Miami Heat,1,2,.333,2.5,1,2,89.7,92.7
New York Knicks,0,4,.000,4.0,1,3,89.5,99.5
Detroit Pistons,3,1,.750,—,3,1,87.8,79.8
Indiana Pacers,2,1,.667,0.5,2,1,89.7,88.0
New Orleans Hornets,2,1,.667,0.5,2,1,93.0,84.7
Atlanta Hawks,2,1,.667,0.5,2,1,99.0,98.3
Chicago Bulls,2,2,.500,1.0,2,2,95.0,95.5
Toronto Raptors,2,2,.500,1.0,1,3,82.8,88.0
Milwaukee Bucks,1,2,.333,1.5,1,2,93.3,94.3
Cleveland Cavaliers,1,2,.333,1.5,1,2,79.7,89.3
Dallas Mavericks,3,0,1.000,—,2,1,107.7,97.0
San Antonio Spurs,3,1,.750,0.5,3,1,94.8,90.3
Houston Rockets,2,1,.667,1.0,2,1,84.3,80.3
Minnesota Timberwolves,2,2,.500,1.5,1,3,89.0,93.8
Denver Nuggets,1,2,.333,2.0,2,1,82.3,81.7
Utah Jazz,1,3,.250,2.5,1,3,87.8,97.0
Memphis Grizzlies,0,4,.000,3.5,1,3,98.5,111.8
Seattle SuperSonics,3,0,1.000,—,3,0,94.3,81.0
Sacramento Kings,3,1,.750,0.5,4,0,97.0,81.5
Los Angeles Lakers,2,2,.500,1.5,2,2,94.5,94.3
Los Angeles Clippers,1,2,.333,2.0,1,2,87.7,92.7
Portland Trail Blazers,1,3,.250,2.5,1,3,87.0,96.0
Phoenix Suns,1,3,.250,2.5,1,3,79.0,85.3
Golden State Warriors,1,3,.250,2.5,1,3,97.8,103.0
