Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
Boston Celtics,49,14,.778,—,50,13,101.7,92.6
Philadelphia 76ers,30,30,.500,17.5,31,29,96.8,96.2
New Jersey Nets,27,35,.435,21.5,26,36,98.4,100.7
New York Knicks,25,36,.410,23.0,26,35,106.0,108.2
Toronto Raptors,23,40,.365,26.0,24,39,97.5,101.2
Cleveland Cavaliers,49,13,.790,—,49,13,99.9,90.5
Detroit Pistons,31,30,.508,17.5,29,32,93.4,93.9
Milwaukee Bucks,30,36,.455,21.0,32,34,99.7,100.2
Chicago Bulls,29,34,.460,20.5,29,34,100.9,102.0
Indiana Pacers,28,37,.431,22.5,29,36,104.8,106.4
Orlando Magic,45,16,.738,—,44,17,102.3,95.4
Atlanta Hawks,35,28,.556,11.0,34,29,98.2,97.1
Miami Heat,33,29,.532,12.5,31,31,97.5,97.7
Charlotte Bobcats,28,35,.444,18.0,28,35,93.3,94.5
Washington Wizards,14,49,.222,32.0,16,47,94.4,102.2
Denver Nuggets,40,23,.635,—,37,26,102.6,100.1
Portland Trail Blazers,39,23,.629,0.5,39,23,98.9,95.2
Utah Jazz,39,23,.629,0.5,39,23,103.0,99.0
Minnesota Timberwolves,18,44,.290,21.5,21,41,98.8,103.7
Oklahoma City Thunder,16,46,.258,23.5,19,43,98.0,103.8
Los Angeles Lakers,50,12,.806,—,47,15,108.7,100.4
Phoenix Suns,34,28,.548,16.0,34,28,107.5,105.8
Golden State Warriors,21,42,.333,29.5,24,39,107.8,111.5
Los Angeles Clippers,15,48,.238,35.5,14,49,95.0,103.7
Sacramento Kings,13,49,.210,37.0,14,48,99.2,108.4
San Antonio Spurs,41,20,.672,—,39,22,97.5,93.4
Houston Rockets,40,23,.635,2.0,40,23,99.0,95.1
New Orleans Hornets,39,22,.639,2.0,37,24,96.5,93.6
Dallas Mavericks,38,25,.603,4.0,35,28,101.1,99.5
Memphis Grizzlies,16,45,.262,25.0,18,43,93.8,99.8
