Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
Boston Celtics,50,12,.806,—,51,11,100.7,90.3
Toronto Raptors,34,29,.540,16.5,40,23,100.5,96.7
Philadelphia 76ers,30,34,.469,21.0,34,30,96.2,95.6
New Jersey Nets,26,38,.406,25.0,20,44,93.7,99.1
New York Knicks,18,46,.281,33.0,18,46,95.3,102.0
Detroit Pistons,46,17,.730,—,48,15,98.3,90.7
Cleveland Cavaliers,37,27,.578,9.5,31,33,97.3,97.6
Chicago Bulls,26,38,.406,20.5,26,38,96.5,99.0
Indiana Pacers,25,39,.391,21.5,27,37,103.0,105.4
Milwaukee Bucks,23,41,.359,23.5,18,46,96.0,102.5
Orlando Magic,41,24,.631,—,42,23,104.7,100.3
Washington Wizards,31,32,.492,9.0,31,32,98.2,98.5
Atlanta Hawks,26,37,.413,14.0,25,38,96.2,99.1
Charlotte Bobcats,24,39,.381,16.0,22,41,96.3,100.9
Miami Heat,11,51,.177,28.5,15,47,93.8,101.5
Utah Jazz,42,23,.646,—,45,20,106.1,100.1
Denver Nuggets,37,26,.587,4.0,36,27,107.5,105.1
Portland Trail Blazers,34,31,.523,8.0,31,34,95.7,96.4
Seattle SuperSonics,16,48,.250,25.5,16,48,97.2,105.0
Minnesota Timberwolves,14,49,.222,27.0,16,47,93.7,101.0
Los Angeles Lakers,45,19,.703,—,47,17,108.3,100.8
Phoenix Suns,42,22,.656,3.0,41,23,109.6,105.1
Golden State Warriors,39,23,.629,5.0,37,25,110.8,107.6
Sacramento Kings,28,35,.444,16.5,26,37,101.6,104.0
Los Angeles Clippers,21,41,.339,23.0,19,43,93.9,99.6
San Antonio Spurs,44,19,.698,—,43,20,96.1,91.1
Houston Rockets,43,20,.683,1.0,43,20,97.3,92.1
New Orleans Hornets,42,20,.677,1.5,42,20,100.3,95.3
Dallas Mavericks,41,23,.641,3.5,41,23,99.9,95.8
Memphis Grizzlies,15,48,.238,29.0,18,45,99.5,106.2
