Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
Cleveland Cavaliers,41,16,.719,—,40,17,103.0,96.9
Toronto Raptors,39,18,.684,2.0,38,19,102.4,97.6
Boston Celtics,35,25,.583,7.5,38,22,106.1,102.0
Miami Heat,32,26,.552,9.5,29,29,96.9,96.9
Atlanta Hawks,32,27,.542,10.0,34,25,102.5,100.1
Indiana Pacers,31,27,.534,10.5,33,25,102.4,100.3
Charlotte Hornets,30,27,.526,11.0,31,26,101.9,100.9
Chicago Bulls,30,28,.517,11.5,27,31,101.6,102.3
Detroit Pistons,30,29,.508,12.0,32,27,101.6,100.5
Washington Wizards,27,30,.474,14.0,25,32,102.6,104.5
Orlando Magic,25,32,.439,16.0,25,32,100.3,101.8
New York Knicks,25,35,.417,17.5,25,35,99.4,101.7
Milwaukee Bucks,24,35,.407,18.0,21,38,98.6,103.0
Brooklyn Nets,17,42,.288,25.0,17,42,97.0,103.6
Philadelphia 76ers,8,50,.138,33.5,11,47,95.8,106.4
Golden State Warriors,53,5,.914,—,47,11,115.4,104.1
San Antonio Spurs,50,9,.847,3.5,51,8,105.0,92.5
Oklahoma City Thunder,41,18,.695,12.5,43,16,110.0,102.8
Los Angeles Clippers,38,20,.655,15.0,38,20,105.0,100.3
Memphis Grizzlies,34,24,.586,19.0,28,30,99.0,99.6
Dallas Mavericks,31,28,.525,22.5,28,31,101.7,102.3
Portland Trail Blazers,31,28,.525,22.5,32,27,103.5,102.3
Houston Rockets,29,30,.492,24.5,27,32,105.4,106.8
Utah Jazz,28,30,.483,25.0,31,27,98.1,97.1
Sacramento Kings,24,33,.421,28.5,25,32,107.1,109.2
New Orleans Pelicans,23,35,.397,30.0,24,34,102.9,105.7
Denver Nuggets,23,36,.390,30.5,23,36,100.8,104.1
Minnesota Timberwolves,19,40,.322,34.5,22,37,101.1,104.7
Phoenix Suns,15,44,.254,38.5,17,42,100.7,107.6
Los Angeles Lakers,11,49,.183,43.0,13,47,97.5,107.2
