Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
Toronto Raptors,4,2,.667,—,4,2,96.7,94.2
Boston Celtics,3,2,.600,0.5,4,1,95.4,86.6
Philadelphia 76ers,3,3,.500,1.0,3,3,98.2,100.3
New York Knicks,2,2,.500,1.0,1,3,93.0,97.5
New Jersey Nets,2,3,.400,1.5,1,4,86.4,97.2
Indiana Pacers,4,2,.667,—,3,3,97.2,99.5
Detroit Pistons,3,2,.600,0.5,2,3,96.6,96.8
Milwaukee Bucks,2,1,.667,0.5,2,1,98.7,93.7
Cleveland Cavaliers,2,3,.400,1.5,2,3,97.0,98.2
Chicago Bulls,0,3,.000,2.5,0,3,90.0,101.7
Miami Heat,4,2,.667,—,4,2,98.3,94.7
Orlando Magic,4,2,.667,—,3,3,99.2,99.2
Washington Wizards,3,2,.600,0.5,3,2,102.2,100.8
Charlotte Bobcats,1,3,.250,2.0,1,3,95.3,99.0
Atlanta Hawks,1,4,.200,2.5,0,5,86.4,102.4
Seattle SuperSonics,5,1,.833,—,5,1,101.2,91.0
Utah Jazz,4,1,.800,0.5,5,0,101.8,87.0
Minnesota Timberwolves,3,2,.600,1.5,3,2,97.4,94.4
Portland Trail Blazers,2,3,.400,2.5,3,2,83.4,82.2
Denver Nuggets,2,4,.333,3.0,1,5,91.7,101.0
Phoenix Suns,4,1,.800,—,5,0,107.0,89.6
Los Angeles Clippers,3,3,.500,1.5,4,2,97.2,90.2
Los Angeles Lakers,3,4,.429,2.0,2,5,96.4,101.0
Sacramento Kings,1,4,.200,3.0,1,4,94.0,102.4
Golden State Warriors,0,6,.000,4.5,1,5,79.5,93.7
Dallas Mavericks,5,1,.833,—,5,1,103.8,93.7
San Antonio Spurs,4,1,.800,0.5,4,1,96.8,89.8
Houston Rockets,3,3,.500,2.0,3,3,90.2,91.2
Memphis Grizzlies,2,4,.333,3.0,3,3,92.2,91.3
New Orleans Hornets,0,5,.000,4.5,1,4,93.0,99.4
