Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
Toronto Raptors,6,7,.462,—,7,6,97.7,96.5
Philadelphia 76ers,6,9,.400,1.0,5,10,103.7,109.3
Boston Celtics,5,10,.333,2.0,5,10,92.7,98.1
New York Knicks,3,9,.250,2.5,4,8,93.3,99.2
Brooklyn Nets,3,10,.231,3.0,3,10,95.4,103.0
Indiana Pacers,12,1,.923,—,11,2,97.2,87.6
Chicago Bulls,6,6,.500,5.5,6,6,92.5,93.1
Detroit Pistons,5,8,.385,7.0,6,7,98.3,100.5
Cleveland Cavaliers,4,10,.286,8.5,3,11,93.2,101.6
Milwaukee Bucks,2,10,.167,9.5,2,10,89.4,99.2
Miami Heat,10,3,.769,—,10,3,106.6,97.3
Atlanta Hawks,8,6,.571,2.5,8,6,100.8,98.2
Charlotte Bobcats,7,7,.500,3.5,6,8,89.6,91.6
Washington Wizards,5,8,.385,5.0,5,8,99.1,101.3
Orlando Magic,4,9,.308,6.0,5,8,98.9,101.7
Portland Trail Blazers,12,2,.857,—,10,4,104.0,98.1
Oklahoma City Thunder,9,3,.750,2.0,8,4,103.5,98.8
Minnesota Timberwolves,8,7,.533,4.5,11,4,106.9,100.1
Denver Nuggets,6,6,.500,5.0,6,6,103.6,103.6
Utah Jazz,1,14,.067,11.5,2,13,88.5,100.3
Los Angeles Clippers,10,5,.667,—,10,5,107.9,103.3
Golden State Warriors,8,6,.571,1.5,9,5,101.7,97.3
Phoenix Suns,7,6,.538,2.0,8,5,100.1,97.6
Los Angeles Lakers,7,7,.500,2.5,6,8,99.6,101.9
Sacramento Kings,4,9,.308,5.0,5,8,95.8,99.5
San Antonio Spurs,12,1,.923,—,11,2,101.4,89.8
Dallas Mavericks,9,5,.643,3.5,8,6,106.4,103.2
Houston Rockets,9,5,.643,3.5,9,5,109.9,105.6
Memphis Grizzlies,7,6,.538,5.0,5,8,94.1,96.3
New Orleans Pelicans,6,6,.500,5.5,7,5,101.3,98.8
