Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
Boston Celtics,29,13,.690,—,30,12,99.7,93.7
Toronto Raptors,24,22,.522,7.0,21,25,103.8,104.9
New York Knicks,18,26,.409,12.0,19,25,101.0,103.0
Philadelphia 76ers,15,30,.333,15.5,18,27,97.7,100.4
New Jersey Nets,4,40,.091,26.0,6,38,90.2,102.5
Cleveland Cavaliers,36,11,.766,—,34,13,100.9,94.5
Chicago Bulls,22,22,.500,12.5,18,26,95.3,97.8
Milwaukee Bucks,19,25,.432,15.5,21,23,98.7,99.2
Indiana Pacers,16,30,.348,19.5,15,31,99.1,104.3
Detroit Pistons,15,29,.341,19.5,14,30,92.2,97.1
Atlanta Hawks,29,15,.659,—,30,14,102.6,97.3
Orlando Magic,29,16,.644,0.5,30,15,101.1,96.3
Miami Heat,23,22,.511,6.5,23,22,97.6,97.1
Charlotte Bobcats,22,22,.500,7.0,24,20,94.6,93.4
Washington Wizards,14,30,.318,15.0,16,28,98.4,102.7
Denver Nuggets,31,14,.689,—,31,14,107.5,101.7
Utah Jazz,27,18,.600,4.0,29,16,101.8,97.4
Portland Trail Blazers,27,20,.574,5.0,28,19,97.5,94.6
Oklahoma City Thunder,24,21,.533,7.0,26,19,98.0,95.7
Minnesota Timberwolves,9,38,.191,23.0,9,38,97.0,107.2
Los Angeles Lakers,35,11,.761,—,34,12,104.0,96.9
Phoenix Suns,26,21,.553,9.5,26,21,109.9,107.9
Los Angeles Clippers,20,25,.444,14.5,18,27,95.8,98.7
Sacramento Kings,16,28,.364,18.0,17,27,101.4,105.2
Golden State Warriors,13,31,.295,21.0,17,27,107.5,111.1
Dallas Mavericks,30,15,.667,—,27,18,100.4,97.4
San Antonio Spurs,26,18,.591,3.5,30,14,101.0,96.0
Memphis Grizzlies,25,19,.568,4.5,23,21,103.7,103.4
New Orleans Hornets,25,20,.556,5.0,21,24,99.5,100.7
Houston Rockets,24,21,.533,6.0,22,23,100.6,100.6
