Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
Cleveland Cavaliers,57,24,.704,—,57,24,104.3,98.2
Toronto Raptors,54,26,.675,2.5,51,29,102.5,98.2
Atlanta Hawks,48,33,.593,9.0,51,30,102.9,99.1
Miami Heat,47,33,.588,9.5,45,35,100.2,98.5
Charlotte Hornets,47,34,.580,10.0,48,33,103.2,100.7
Boston Celtics,47,34,.580,10.0,49,32,105.8,102.7
Detroit Pistons,43,37,.538,13.5,42,38,102.0,101.3
Indiana Pacers,43,37,.538,13.5,44,36,102.2,100.7
Chicago Bulls,41,40,.506,16.0,36,45,101.5,103.1
Washington Wizards,40,41,.494,17.0,39,42,104.0,104.7
Orlando Magic,35,46,.432,22.0,36,45,102.0,103.5
Milwaukee Bucks,33,48,.407,24.0,29,52,99.1,103.3
New York Knicks,32,49,.395,25.0,33,48,98.5,101.1
Brooklyn Nets,21,60,.259,36.0,22,59,98.7,106.0
Philadelphia 76ers,10,70,.125,46.5,16,64,97.3,107.4
Golden State Warriors,72,9,.889,—,64,17,114.8,104.1
San Antonio Spurs,65,15,.813,6.5,66,14,103.7,92.9
Oklahoma City Thunder,55,26,.679,17.0,59,22,110.4,103.0
Los Angeles Clippers,52,28,.650,19.5,51,29,104.4,100.3
Portland Trail Blazers,43,38,.531,29.0,43,38,105.1,104.4
Memphis Grizzlies,42,38,.525,29.5,35,45,99.2,100.9
Dallas Mavericks,42,39,.519,30.0,40,41,102.4,102.7
Houston Rockets,40,41,.494,32.0,40,41,106.4,106.7
Utah Jazz,40,41,.494,32.0,46,35,97.7,95.8
Denver Nuggets,33,48,.407,39.0,32,49,101.9,105.0
Sacramento Kings,33,48,.407,39.0,35,46,106.9,109.0
New Orleans Pelicans,30,51,.370,42.0,31,50,102.6,106.0
Minnesota Timberwolves,28,53,.346,44.0,30,51,101.9,105.9
Phoenix Suns,22,59,.272,50.0,23,58,100.7,107.6
Los Angeles Lakers,16,65,.198,56.0,17,64,97.3,107.0
