Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
Philadelphia 76ers,2,0,1.000,—,2,0,96.5,89.0
Toronto Raptors,1,1,.500,1.0,1,1,100.5,97.0
New Jersey Nets,1,1,.500,1.0,1,1,93.5,91.5
New York Knicks,1,2,.333,1.5,1,2,101.7,109.3
Boston Celtics,0,3,.000,2.5,1,2,97.3,105.3
Detroit Pistons,2,1,.667,—,2,1,97.7,93.0
Cleveland Cavaliers,2,1,.667,—,2,1,91.0,89.0
Indiana Pacers,2,1,.667,—,2,1,102.0,98.0
Milwaukee Bucks,2,1,.667,—,2,1,100.3,99.0
Chicago Bulls,1,2,.333,1.0,2,1,96.7,88.0
Miami Heat,1,1,.500,—,0,2,78.5,96.5
Orlando Magic,1,1,.500,—,1,1,106.0,99.5
Washington Wizards,1,1,.500,—,1,1,109.0,107.0
Atlanta Hawks,1,1,.500,—,1,1,88.5,90.0
Charlotte Bobcats,1,2,.333,0.5,1,2,91.3,96.7
Utah Jazz,3,0,1.000,—,3,0,107.0,94.3
Minnesota Timberwolves,2,1,.667,1.0,2,1,96.7,93.3
Portland Trail Blazers,2,1,.667,1.0,1,2,95.7,98.0
Denver Nuggets,0,2,.000,2.5,1,1,102.0,104.0
Seattle SuperSonics,0,2,.000,2.5,1,1,109.0,114.0
Los Angeles Lakers,3,0,1.000,—,2,1,114.0,105.3
Los Angeles Clippers,2,1,.667,1.0,1,2,104.7,105.0
Golden State Warriors,1,2,.333,2.0,1,2,94.0,101.7
Sacramento Kings,1,2,.333,2.0,1,2,87.7,94.7
Phoenix Suns,1,3,.250,2.5,2,2,107.5,110.0
New Orleans/Oklahoma City Hornets,2,0,1.000,—,1,1,95.5,89.0
Houston Rockets,1,1,.500,1.0,2,0,102.0,91.5
San Antonio Spurs,1,1,.500,1.0,1,1,89.0,89.5
Memphis Grizzlies,1,2,.333,1.5,2,1,99.7,98.7
Dallas Mavericks,0,2,.000,2.0,0,2,83.5,102.0
