Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
Boston Celtics,47,28,.627,—,48,27,98.9,94.8
Toronto Raptors,37,37,.500,9.5,32,42,103.5,105.3
Philadelphia 76ers,26,49,.347,21.0,28,47,96.9,100.7
New York Knicks,26,49,.347,21.0,28,47,101.6,105.4
New Jersey Nets,10,65,.133,37.0,15,60,91.5,101.2
Cleveland Cavaliers,60,16,.789,—,56,20,102.0,94.7
Milwaukee Bucks,41,34,.547,18.5,42,33,97.7,96.2
Chicago Bulls,36,39,.480,23.5,32,43,97.3,99.4
Indiana Pacers,28,48,.368,32.0,29,47,99.9,103.6
Detroit Pistons,23,52,.307,36.5,23,52,93.5,99.2
Orlando Magic,53,23,.697,—,55,21,101.8,95.0
Atlanta Hawks,48,27,.640,4.5,49,26,101.9,97.3
Miami Heat,42,34,.553,11.0,44,32,96.1,94.1
Charlotte Bobcats,40,35,.533,12.5,42,33,95.1,93.5
Washington Wizards,22,53,.293,30.5,24,51,95.7,100.8
Utah Jazz,50,27,.649,—,53,24,104.0,98.2
Denver Nuggets,49,27,.645,0.5,49,27,106.9,102.4
Oklahoma City Thunder,46,28,.622,2.5,47,27,100.4,96.7
Portland Trail Blazers,46,30,.605,3.5,47,29,98.3,94.9
Minnesota Timberwolves,15,60,.200,34.0,17,58,98.3,107.5
Los Angeles Lakers,55,21,.724,—,52,24,102.4,96.9
Phoenix Suns,50,26,.658,5.0,49,27,110.5,105.8
Los Angeles Clippers,27,48,.360,27.5,22,53,95.5,101.8
Sacramento Kings,24,52,.316,31.0,27,49,99.9,104.2
Golden State Warriors,22,53,.293,32.5,29,46,108.8,112.6
Dallas Mavericks,50,26,.658,—,43,33,101.5,99.6
San Antonio Spurs,46,29,.613,3.5,50,25,101.2,96.2
Memphis Grizzlies,39,36,.520,10.5,36,39,102.8,103.2
Houston Rockets,38,37,.507,11.5,37,38,101.8,102.1
New Orleans Hornets,35,42,.455,15.5,32,45,99.9,102.4
