Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
Toronto Raptors,47,35,.573,—,44,38,99.5,98.5
New Jersey Nets,41,41,.500,6.0,39,43,97.6,98.3
Philadelphia 76ers,35,47,.427,12.0,32,50,94.9,98.0
New York Knicks,33,49,.402,14.0,33,49,97.5,100.3
Boston Celtics,24,58,.293,23.0,31,51,95.8,99.2
Detroit Pistons,53,29,.646,—,53,29,96.0,91.8
Cleveland Cavaliers,50,32,.610,3.0,52,30,96.8,92.9
Chicago Bulls,49,33,.598,4.0,55,27,98.8,93.8
Indiana Pacers,35,47,.427,18.0,34,48,95.6,98.0
Milwaukee Bucks,28,54,.341,25.0,29,53,99.7,104.0
Miami Heat,44,38,.537,—,38,44,94.6,95.5
Washington Wizards,41,41,.500,3.0,40,42,104.3,104.9
Orlando Magic,40,42,.488,4.0,43,39,94.8,94.0
Charlotte Bobcats,33,49,.402,11.0,30,52,96.9,100.6
Atlanta Hawks,30,52,.366,14.0,27,55,93.7,98.4
Utah Jazz,51,31,.622,—,49,33,101.5,98.6
Denver Nuggets,45,37,.549,6.0,45,37,105.4,103.7
Minnesota Timberwolves,32,50,.390,19.0,30,52,96.1,99.7
Portland Trail Blazers,32,50,.390,19.0,29,53,94.1,98.4
Seattle SuperSonics,31,51,.378,20.0,33,49,99.1,102.0
Phoenix Suns,61,21,.744,—,59,23,110.2,102.9
Golden State Warriors,42,40,.512,19.0,40,42,106.5,106.9
Los Angeles Lakers,42,40,.512,19.0,41,41,103.3,103.4
Los Angeles Clippers,40,42,.488,21.0,40,42,95.6,96.1
Sacramento Kings,33,49,.402,28.0,36,46,101.3,103.1
Dallas Mavericks,67,15,.817,—,61,21,100.0,92.8
San Antonio Spurs,58,24,.707,9.0,64,18,98.5,90.1
Houston Rockets,52,30,.634,15.0,55,27,97.0,92.1
New Orleans/Oklahoma City Hornets,39,43,.476,28.0,36,46,95.5,97.1
Memphis Grizzlies,22,60,.268,45.0,27,55,101.6,106.7
