Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
Boston Celtics,49,27,.645,—,44,32,107.8,105.2
Cleveland Cavaliers,48,27,.640,0.5,45,30,110.0,106.7
Washington Wizards,46,30,.605,3.0,43,33,109.3,107.0
Toronto Raptors,46,30,.605,3.0,48,28,107.2,103.0
Milwaukee Bucks,40,36,.526,9.0,39,37,104.6,104.2
Atlanta Hawks,39,36,.520,9.5,34,41,102.9,104.1
Indiana Pacers,37,39,.487,12.0,35,41,104.3,105.4
Miami Heat,37,39,.487,12.0,40,36,102.6,101.8
Chicago Bulls,36,39,.480,12.5,35,40,102.4,103.2
Charlotte Hornets,35,41,.461,14.0,40,36,105.4,104.5
Detroit Pistons,35,42,.455,14.5,35,42,101.0,102.3
New York Knicks,29,47,.382,20.0,29,47,104.7,108.2
Philadelphia 76ers,28,48,.368,21.0,25,51,102.4,107.7
Orlando Magic,27,49,.355,22.0,23,53,100.8,106.8
Brooklyn Nets,16,59,.213,32.5,21,54,105.7,112.9
Golden State Warriors,62,14,.816,—,62,14,115.7,104.2
San Antonio Spurs,58,17,.773,3.5,56,19,106.1,98.2
Houston Rockets,51,25,.671,11.0,52,24,115.3,108.9
Utah Jazz,47,29,.618,15.0,49,27,100.5,96.4
Los Angeles Clippers,46,31,.597,16.5,47,30,108.4,104.9
Oklahoma City Thunder,43,32,.573,18.5,40,35,106.9,106.0
Memphis Grizzlies,42,34,.553,20.0,40,36,100.8,100.0
Portland Trail Blazers,37,38,.493,24.5,36,39,108.3,109.0
Denver Nuggets,35,40,.467,26.5,38,37,111.5,111.4
New Orleans Pelicans,33,43,.434,29.0,34,42,104.1,105.6
Dallas Mavericks,31,44,.413,30.5,31,44,97.9,100.3
Minnesota Timberwolves,30,44,.405,31.0,35,39,105.2,105.9
Sacramento Kings,29,47,.382,33.0,27,49,102.1,106.5
Phoenix Suns,22,54,.289,40.0,25,51,107.1,112.9
Los Angeles Lakers,21,54,.280,40.5,21,54,104.7,112.2
