Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
Boston Celtics,6,0,1.000,—,6,0,99.8,81.5
Philadelphia 76ers,2,2,.500,3.0,1,3,105.0,109.5
Toronto Raptors,2,2,.500,3.0,2,2,108.5,107.5
New York Knicks,1,4,.200,4.5,1,4,105.2,114.0
New Jersey Nets,0,5,.000,5.5,1,4,88.8,102.8
Cleveland Cavaliers,3,2,.600,—,3,2,95.2,90.4
Chicago Bulls,2,2,.500,0.5,1,3,88.0,94.8
Detroit Pistons,2,3,.400,1.0,2,3,89.6,90.2
Milwaukee Bucks,1,2,.333,1.0,1,2,87.7,89.0
Indiana Pacers,1,3,.250,1.5,1,3,96.5,104.0
Orlando Magic,4,1,.800,—,4,1,108.4,98.4
Atlanta Hawks,4,1,.800,—,3,2,108.0,102.4
Miami Heat,4,1,.800,—,4,1,99.0,91.2
Charlotte Bobcats,2,2,.500,1.5,1,3,79.8,87.5
Washington Wizards,2,3,.400,2.0,3,2,98.6,98.0
Denver Nuggets,5,0,1.000,—,4,1,115.4,101.8
Oklahoma City Thunder,2,2,.500,2.5,2,2,91.3,89.0
Portland Trail Blazers,2,3,.400,3.0,3,2,94.2,93.2
Utah Jazz,1,3,.250,3.5,1,3,99.3,105.3
Minnesota Timberwolves,1,4,.200,4.0,2,3,94.8,100.4
Los Angeles Lakers,4,1,.800,—,3,2,100.2,99.2
Phoenix Suns,4,1,.800,—,3,2,111.2,107.6
Golden State Warriors,1,2,.333,2.0,1,2,107.0,112.0
Los Angeles Clippers,1,4,.200,3.0,2,3,94.8,100.4
Sacramento Kings,1,4,.200,3.0,1,4,101.4,108.2
Dallas Mavericks,3,2,.600,—,3,2,96.2,93.0
Houston Rockets,3,2,.600,—,3,2,104.2,101.8
San Antonio Spurs,2,1,.667,—,2,1,103.7,94.0
New Orleans Hornets,2,3,.400,1.0,2,3,101.0,105.2
Memphis Grizzlies,1,4,.200,2.0,1,4,106.6,115.2
