Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
Boston Celtics,49,19,.721,—,49,19,97.1,91.0
Philadelphia 76ers,36,34,.514,14.0,39,31,99.1,97.4
New York Knicks,35,33,.515,14.0,36,32,106.6,105.8
New Jersey Nets,22,45,.328,26.5,21,46,93.7,99.3
Toronto Raptors,19,49,.279,30.0,22,46,99.5,105.1
Chicago Bulls,49,19,.721,—,49,19,97.8,91.2
Indiana Pacers,30,40,.429,20.0,31,39,99.3,100.9
Milwaukee Bucks,27,41,.397,22.0,31,37,91.3,92.5
Detroit Pistons,25,44,.362,24.5,25,44,96.2,100.2
Cleveland Cavaliers,13,55,.191,36.0,13,55,95.0,105.5
Miami Heat,48,22,.686,—,51,19,101.6,94.4
Orlando Magic,44,26,.629,4.0,48,22,99.7,94.4
Atlanta Hawks,39,30,.565,8.5,35,34,95.3,95.3
Charlotte Bobcats,28,41,.406,19.5,25,44,93.0,96.9
Washington Wizards,16,51,.239,30.5,17,50,96.4,104.3
Oklahoma City Thunder,45,23,.662,—,42,26,104.6,101.1
Denver Nuggets,41,29,.586,5.0,44,26,107.2,103.3
Portland Trail Blazers,40,29,.580,5.5,38,31,96.5,95.1
Utah Jazz,36,33,.522,9.5,32,37,100.3,101.3
Minnesota Timberwolves,17,53,.243,29.0,23,47,101.5,106.8
Los Angeles Lakers,49,20,.710,—,49,20,101.5,95.0
Phoenix Suns,34,33,.507,14.0,33,34,104.8,105.2
Golden State Warriors,30,39,.435,19.0,28,41,103.1,105.9
Los Angeles Clippers,27,43,.386,22.5,28,42,98.5,101.5
Sacramento Kings,16,51,.239,32.0,21,46,98.4,104.3
San Antonio Spurs,56,13,.812,—,49,20,103.4,97.1
Dallas Mavericks,48,21,.696,8.0,43,26,100.2,96.5
New Orleans Hornets,40,31,.563,17.0,40,31,94.7,93.0
Memphis Grizzlies,38,32,.543,18.5,39,31,100.0,98.4
Houston Rockets,36,34,.514,20.5,39,31,105.4,103.7
