Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
Cleveland Cavaliers,40,14,.741,—,38,16,103.2,96.8
Toronto Raptors,36,18,.667,4.0,35,19,101.8,97.5
Boston Celtics,33,24,.579,8.5,36,21,105.8,101.7
Miami Heat,31,24,.564,9.5,28,27,96.7,96.6
Atlanta Hawks,31,26,.544,10.5,33,24,102.7,100.2
Indiana Pacers,30,25,.545,10.5,32,23,102.6,100.3
Charlotte Hornets,29,26,.527,11.5,30,25,102.0,100.7
Chicago Bulls,29,26,.527,11.5,27,28,101.8,102.3
Detroit Pistons,27,29,.482,14.0,29,27,101.6,101.1
Washington Wizards,25,29,.463,15.0,23,31,102.4,104.9
Orlando Magic,24,30,.444,16.0,25,29,99.7,101.0
New York Knicks,24,33,.421,17.5,24,33,99.2,101.3
Milwaukee Bucks,23,33,.411,18.0,20,36,98.4,102.9
Brooklyn Nets,15,41,.268,26.0,15,41,96.5,103.5
Philadelphia 76ers,8,47,.145,32.5,10,45,95.6,106.1
Golden State Warriors,49,5,.907,—,44,10,115.3,103.8
San Antonio Spurs,47,9,.839,3.0,48,8,105.2,92.7
Oklahoma City Thunder,40,16,.714,10.0,41,15,109.6,102.1
Los Angeles Clippers,36,19,.655,13.5,35,20,104.8,100.7
Memphis Grizzlies,32,23,.582,17.5,26,29,98.1,99.1
Dallas Mavericks,30,27,.526,20.5,28,29,101.4,101.8
Portland Trail Blazers,29,27,.518,21.0,30,26,103.3,102.1
Houston Rockets,28,28,.500,22.0,25,31,105.2,106.7
Utah Jazz,27,28,.491,22.5,30,25,98.1,96.8
Sacramento Kings,23,31,.426,26.0,24,30,107.2,109.1
New Orleans Pelicans,22,33,.400,27.5,23,32,102.6,105.3
Denver Nuggets,22,34,.393,28.0,22,34,100.7,104.0
Minnesota Timberwolves,17,39,.304,33.0,21,35,100.4,104.1
Phoenix Suns,14,42,.250,36.0,17,39,100.7,107.1
Los Angeles Lakers,11,46,.193,39.5,12,45,97.1,106.7
