Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
Philadelphia 76ers,16,6,.727,—,19,3,97.5,85.9
Boston Celtics,11,10,.524,4.5,13,8,90.3,86.9
New York Knicks,8,14,.364,8.0,10,12,95.0,95.6
New Jersey Nets,8,15,.348,8.5,6,17,92.2,98.8
Toronto Raptors,7,16,.304,9.5,5,18,86.0,93.5
Chicago Bulls,19,6,.760,—,19,6,96.6,88.4
Indiana Pacers,15,6,.714,2.0,13,8,94.5,91.2
Milwaukee Bucks,10,11,.476,7.0,11,10,94.8,94.7
Cleveland Cavaliers,8,12,.400,8.5,8,12,93.6,96.9
Detroit Pistons,4,20,.167,14.5,4,20,86.1,96.9
Miami Heat,16,6,.727,—,16,6,103.7,96.6
Atlanta Hawks,16,7,.696,0.5,16,7,96.7,90.8
Orlando Magic,13,9,.591,3.0,12,10,92.0,91.4
Washington Wizards,4,18,.182,12.0,4,18,89.5,98.7
Charlotte Bobcats,3,20,.130,13.5,3,20,87.3,101.3
Oklahoma City Thunder,17,4,.810,—,14,7,100.1,94.6
Denver Nuggets,15,7,.682,2.5,16,6,105.7,98.8
Portland Trail Blazers,13,10,.565,5.0,16,7,97.4,91.5
Utah Jazz,12,9,.571,5.0,11,10,97.4,97.2
Minnesota Timberwolves,10,12,.455,7.5,12,10,96.7,95.5
Los Angeles Clippers,13,7,.650,—,11,9,98.6,97.8
Los Angeles Lakers,13,9,.591,1.0,13,9,93.6,90.6
Golden State Warriors,8,12,.400,5.0,9,11,97.3,99.3
Phoenix Suns,8,13,.381,5.5,8,13,93.0,96.7
Sacramento Kings,7,15,.318,7.0,4,18,90.8,101.4
San Antonio Spurs,15,9,.625,—,15,9,97.7,93.8
Dallas Mavericks,14,9,.609,0.5,14,9,94.3,90.8
Memphis Grizzlies,12,10,.545,2.0,13,9,93.7,91.6
Houston Rockets,12,10,.545,2.0,12,10,98.3,97.0
New Orleans Hornets,4,19,.174,10.5,7,16,87.8,93.3
