Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
Miami Heat,18,5,.783,—,17,6,89.7,83.3
Orlando Magic,18,7,.720,1.0,15,10,89.6,86.9
New York Knicks,14,10,.583,4.5,14,10,86.7,84.7
Philadelphia 76ers,13,9,.591,4.5,15,7,90.1,85.5
Washington Wizards,9,14,.391,9.0,9,14,90.2,92.9
Boston Celtics,8,13,.381,9.0,9,12,95.5,97.6
New Jersey Nets,4,19,.174,14.0,5,18,85.9,93.6
Indiana Pacers,15,7,.682,—,13,9,93.6,91.3
Milwaukee Bucks,13,9,.591,2.0,13,9,92.2,90.0
Atlanta Hawks,13,10,.565,2.5,15,8,86.6,83.3
Detroit Pistons,12,11,.522,3.5,14,9,89.1,86.6
Cleveland Cavaliers,11,10,.524,3.5,11,10,88.2,87.3
Toronto Raptors,9,12,.429,5.5,9,12,89.7,91.4
Charlotte Hornets,7,14,.333,7.5,7,14,88.6,93.6
Chicago Bulls,7,16,.304,8.5,7,16,83.4,88.0
Utah Jazz,19,4,.826,—,19,4,95.2,85.7
San Antonio Spurs,15,8,.652,4.0,17,6,92.1,85.7
Houston Rockets,15,9,.625,4.5,12,12,93.3,92.9
Minnesota Timberwolves,13,11,.542,6.5,14,10,93.4,91.5
Dallas Mavericks,8,16,.333,11.5,9,15,89.8,93.1
Denver Nuggets,6,17,.261,13.0,7,16,93.7,99.7
Vancouver Grizzlies,5,19,.208,14.5,5,19,90.8,99.8
Portland Trail Blazers,18,5,.783,—,18,5,96.6,88.5
Los Angeles Lakers,17,8,.680,2.0,17,8,98.4,93.2
Seattle SuperSonics,12,9,.571,5.0,11,10,91.3,90.4
Phoenix Suns,12,11,.522,6.0,12,11,97.5,96.6
Sacramento Kings,11,14,.440,8.0,11,14,99.4,100.6
Golden State Warriors,9,14,.391,9.0,8,15,87.7,91.7
Los Angeles Clippers,1,21,.045,16.5,3,19,89.3,103.0
