Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
Miami Heat,19,7,.731,—,19,7,89.1,83.5
Orlando Magic,19,8,.704,0.5,16,11,90.0,87.6
Philadelphia 76ers,15,11,.577,4.0,16,10,89.8,86.3
New York Knicks,15,13,.536,5.0,16,12,86.4,84.6
Washington Wizards,11,15,.423,8.0,12,14,91.1,92.4
Boston Celtics,8,17,.320,10.5,9,16,93.2,97.6
New Jersey Nets,5,21,.192,14.0,7,19,86.0,92.8
Indiana Pacers,18,8,.692,—,16,10,93.9,91.3
Atlanta Hawks,16,11,.593,2.5,17,10,86.9,83.6
Milwaukee Bucks,15,11,.577,3.0,16,10,91.9,89.3
Detroit Pistons,15,12,.556,3.5,16,11,89.5,87.6
Cleveland Cavaliers,13,11,.542,4.0,13,11,89.0,88.3
Toronto Raptors,12,13,.480,5.5,12,13,90.4,91.2
Charlotte Hornets,10,15,.400,7.5,10,15,89.0,92.0
Chicago Bulls,8,19,.296,10.5,7,20,84.1,90.2
Utah Jazz,20,6,.769,—,20,6,94.5,86.1
Houston Rockets,18,9,.667,2.5,15,12,94.1,92.6
San Antonio Spurs,17,9,.654,3.0,19,7,92.6,85.8
Minnesota Timberwolves,15,12,.556,5.5,15,12,93.3,91.3
Dallas Mavericks,9,19,.321,12.0,11,17,89.9,92.9
Denver Nuggets,7,19,.269,13.0,7,19,93.9,100.3
Vancouver Grizzlies,5,22,.185,15.5,6,21,90.4,99.0
Portland Trail Blazers,21,5,.808,—,20,6,95.4,87.2
Los Angeles Lakers,19,10,.655,3.5,19,10,98.7,94.4
Phoenix Suns,14,13,.519,7.5,14,13,96.9,96.4
Seattle SuperSonics,13,12,.520,7.5,13,12,91.1,90.5
Sacramento Kings,12,16,.429,10.0,12,16,98.8,100.7
Golden State Warriors,11,15,.423,10.0,10,16,87.4,90.2
Los Angeles Clippers,2,23,.080,18.5,3,22,89.1,101.4
