Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
Cleveland Cavaliers,28,9,.757,—,26,11,109.8,103.5
Toronto Raptors,25,13,.658,3.5,26,12,110.7,104.4
Boston Celtics,23,15,.605,5.5,22,16,106.8,104.7
Atlanta Hawks,22,16,.579,6.5,19,19,102.7,102.6
Indiana Pacers,20,18,.526,8.5,19,19,105.8,106.2
Charlotte Hornets,20,19,.513,9.0,21,18,105.5,104.0
Washington Wizards,19,18,.514,9.0,18,19,105.3,105.8
Milwaukee Bucks,19,18,.514,9.0,21,16,105.1,103.0
Chicago Bulls,19,20,.487,10.0,20,19,101.5,101.4
Detroit Pistons,18,22,.450,11.5,20,20,100.1,100.3
New York Knicks,17,21,.447,11.5,15,23,105.5,108.9
Orlando Magic,16,23,.410,13.0,13,26,98.9,103.7
Miami Heat,11,29,.275,18.5,14,26,98.1,102.5
Philadelphia 76ers,10,25,.286,17.0,10,25,99.2,105.9
Brooklyn Nets,8,29,.216,20.0,9,28,105.1,114.1
Golden State Warriors,33,6,.846,—,32,7,117.3,105.4
Houston Rockets,31,9,.775,2.5,29,11,114.8,107.2
San Antonio Spurs,30,8,.789,2.5,29,9,106.0,97.8
Los Angeles Clippers,26,14,.650,7.5,27,13,107.9,102.5
Utah Jazz,24,16,.600,9.5,25,15,98.4,94.9
Memphis Grizzlies,24,16,.600,9.5,21,19,99.3,98.6
Oklahoma City Thunder,23,16,.590,10.0,22,17,106.9,105.0
Portland Trail Blazers,17,23,.425,16.5,17,23,108.2,110.9
Sacramento Kings,16,22,.421,16.5,16,22,102.2,104.7
New Orleans Pelicans,15,24,.385,18.0,16,23,102.4,105.4
Los Angeles Lakers,15,27,.357,19.5,15,27,104.9,109.7
Denver Nuggets,14,23,.378,18.0,15,22,108.0,111.2
Minnesota Timberwolves,12,26,.316,20.5,17,21,103.0,104.5
Phoenix Suns,12,26,.316,20.5,12,26,105.9,111.9
Dallas Mavericks,11,27,.289,21.5,12,26,95.1,100.7
