Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
Boston Celtics,19,4,.826,—,19,4,100.7,91.0
New York Knicks,16,9,.640,4.0,14,11,108.5,106.6
Philadelphia 76ers,9,15,.375,10.5,12,12,97.3,96.8
Toronto Raptors,9,16,.360,11.0,10,15,102.4,105.2
New Jersey Nets,6,19,.240,14.0,8,17,92.7,98.4
Chicago Bulls,15,8,.652,—,14,9,99.7,96.3
Indiana Pacers,11,12,.478,4.0,13,10,98.5,97.2
Milwaukee Bucks,10,13,.435,5.0,10,13,92.0,93.2
Detroit Pistons,8,18,.308,8.5,8,18,94.7,100.0
Cleveland Cavaliers,7,17,.292,8.5,5,19,93.2,102.9
Miami Heat,18,8,.692,—,21,5,100.8,91.0
Orlando Magic,16,9,.640,1.5,16,9,96.9,92.7
Atlanta Hawks,16,10,.615,2.0,15,11,98.1,96.3
Charlotte Bobcats,9,15,.375,8.0,9,15,93.7,96.8
Washington Wizards,6,17,.261,10.5,5,18,97.6,106.2
Utah Jazz,18,8,.692,—,17,9,101.3,97.3
Oklahoma City Thunder,17,8,.680,0.5,14,11,103.2,101.9
Denver Nuggets,15,9,.625,2.0,14,10,106.8,104.4
Portland Trail Blazers,12,13,.480,5.5,12,13,93.9,94.6
Minnesota Timberwolves,6,19,.240,11.5,7,18,101.6,109.1
Los Angeles Lakers,18,7,.720,—,19,6,106.3,98.2
Phoenix Suns,11,12,.478,6.0,10,13,108.1,109.5
Golden State Warriors,9,16,.360,9.0,8,17,100.7,106.7
Sacramento Kings,5,17,.227,11.5,6,16,94.9,101.9
Los Angeles Clippers,5,20,.200,13.0,8,17,95.8,101.7
San Antonio Spurs,20,3,.870,—,18,5,106.4,96.5
Dallas Mavericks,19,5,.792,1.5,17,7,98.8,93.0
New Orleans Hornets,14,10,.583,6.5,13,11,93.2,92.0
Memphis Grizzlies,11,14,.440,10.0,11,14,99.6,100.9
Houston Rockets,10,14,.417,10.5,12,12,105.4,104.9
