Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
Milwaukee Bucks,58,20,.744,—,59,19,117.9,108.6
Toronto Raptors,55,23,.705,3.0,53,25,114.4,108.4
Philadelphia 76ers,49,28,.636,8.5,45,32,115.1,112.2
Boston Celtics,46,32,.590,12.0,49,29,112.3,108.0
Indiana Pacers,46,32,.590,12.0,48,30,108.0,104.3
Detroit Pistons,39,38,.506,18.5,38,39,107.4,107.5
Brooklyn Nets,39,39,.500,19.0,38,40,112.1,112.5
Miami Heat,38,39,.494,19.5,38,39,105.6,105.6
Orlando Magic,38,40,.487,20.0,39,39,106.4,106.5
Charlotte Hornets,35,42,.455,22.5,34,43,110.5,112.2
Washington Wizards,32,46,.410,26.0,33,45,114.2,116.9
Atlanta Hawks,28,49,.364,29.5,25,52,113.0,118.8
Chicago Bulls,21,57,.269,37.0,20,58,105.1,113.4
Cleveland Cavaliers,19,59,.244,39.0,18,60,104.6,113.9
New York Knicks,15,62,.195,42.5,18,59,104.9,114.1
Golden State Warriors,52,24,.684,—,52,24,117.7,111.5
Denver Nuggets,51,25,.671,1.0,48,28,110.9,106.7
Houston Rockets,49,28,.636,3.5,47,30,112.9,109.4
Portland Trail Blazers,49,28,.636,3.5,48,29,114.6,110.5
Utah Jazz,47,30,.610,5.5,51,26,111.2,106.1
Los Angeles Clippers,47,31,.603,6.0,43,35,115.1,113.4
Oklahoma City Thunder,44,33,.571,8.5,46,31,113.9,110.9
San Antonio Spurs,44,33,.571,8.5,42,35,111.8,110.4
Sacramento Kings,38,39,.494,14.5,37,40,114.1,114.7
Los Angeles Lakers,35,42,.455,17.5,35,42,112.2,113.6
Minnesota Timberwolves,34,43,.442,18.5,36,41,112.7,114.0
New Orleans Pelicans,32,46,.410,21.0,36,42,115.3,116.5
Dallas Mavericks,31,46,.403,21.5,35,42,108.6,109.9
Memphis Grizzlies,31,46,.403,21.5,32,45,102.9,105.6
Phoenix Suns,18,60,.231,35.0,19,59,107.2,116.3
