Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
Toronto Raptors,41,17,.707,—,43,15,112.0,103.7
Boston Celtics,42,19,.689,0.5,38,23,103.5,99.8
Cleveland Cavaliers,35,23,.603,6.0,30,28,110.1,109.6
Indiana Pacers,34,25,.576,7.5,33,26,106.9,105.3
Washington Wizards,34,25,.576,7.5,33,26,107.4,105.8
Milwaukee Bucks,33,25,.569,8.0,29,29,104.9,104.9
Philadelphia 76ers,32,25,.561,8.5,32,25,107.8,105.7
Miami Heat,31,29,.517,11.0,29,31,101.1,101.6
Detroit Pistons,28,30,.483,13.0,28,30,103.3,103.6
Charlotte Hornets,26,33,.441,15.5,29,30,106.4,106.4
New York Knicks,24,37,.393,18.5,26,35,104.1,106.5
Chicago Bulls,20,39,.339,21.5,18,41,103.5,109.6
Brooklyn Nets,19,41,.317,23.0,22,38,105.2,109.7
Orlando Magic,18,41,.305,23.5,21,38,105.7,110.0
Atlanta Hawks,18,42,.300,24.0,21,39,103.5,107.9
Golden State Warriors,46,14,.767,—,45,15,116.1,107.6
Houston Rockets,45,13,.776,—,44,14,114.2,105.3
Minnesota Timberwolves,37,26,.587,10.5,37,26,109.8,107.0
San Antonio Spurs,35,25,.583,11.0,36,24,101.9,98.9
Portland Trail Blazers,34,26,.567,12.0,33,27,104.9,103.6
Oklahoma City Thunder,34,27,.557,12.5,36,25,106.2,103.4
Denver Nuggets,33,26,.559,12.5,32,27,108.1,107.0
New Orleans Pelicans,32,26,.552,13.0,29,29,111.5,111.4
Los Angeles Clippers,31,27,.534,14.0,31,27,108.6,107.7
Utah Jazz,31,29,.517,15.0,33,27,103.0,101.5
Los Angeles Lakers,25,34,.424,20.5,25,34,107.6,110.0
Memphis Grizzlies,18,40,.310,27.0,20,38,98.8,103.3
Sacramento Kings,18,41,.305,27.5,15,44,99.0,106.9
Dallas Mavericks,18,42,.300,28.0,24,36,101.9,104.7
Phoenix Suns,18,43,.295,28.5,15,46,104.1,113.0
