Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
Philadelphia 76ers,24,17,.585,—,31,10,94.6,87.2
Boston Celtics,21,18,.538,2.0,21,18,90.8,89.7
New York Knicks,18,22,.450,5.5,21,19,96.7,96.1
New Jersey Nets,14,28,.333,10.5,12,30,92.8,99.2
Toronto Raptors,13,27,.325,10.5,14,26,89.9,93.9
Chicago Bulls,34,9,.791,—,34,9,98.0,88.7
Indiana Pacers,23,15,.605,8.5,23,15,95.1,92.2
Milwaukee Bucks,16,24,.400,16.5,17,23,96.2,98.5
Cleveland Cavaliers,15,23,.395,16.5,13,25,94.1,98.3
Detroit Pistons,15,26,.366,18.0,12,29,89.3,95.2
Miami Heat,31,9,.775,—,31,9,102.6,93.7
Orlando Magic,26,15,.634,5.5,24,17,93.9,91.7
Atlanta Hawks,23,17,.575,8.0,23,17,93.1,91.4
Washington Wizards,9,30,.231,21.5,9,30,93.6,102.0
Charlotte Bobcats,5,34,.128,25.5,4,35,87.1,100.7
Oklahoma City Thunder,32,9,.780,—,29,12,102.4,96.2
Denver Nuggets,23,18,.561,9.0,24,17,104.1,101.3
Minnesota Timberwolves,21,21,.500,11.5,22,20,97.5,96.5
Portland Trail Blazers,20,21,.488,12.0,26,15,98.1,94.6
Utah Jazz,19,21,.475,12.5,18,22,96.7,98.0
Los Angeles Lakers,24,16,.600,—,23,17,94.3,92.0
Los Angeles Clippers,23,15,.605,—,22,16,98.3,96.1
Phoenix Suns,19,21,.475,5.0,18,22,94.9,96.6
Golden State Warriors,16,21,.432,6.5,16,21,97.8,99.7
Sacramento Kings,14,26,.350,10.0,11,29,95.8,102.5
San Antonio Spurs,26,13,.667,—,25,14,99.7,95.9
Memphis Grizzlies,23,16,.590,3.0,23,16,94.3,92.1
Dallas Mavericks,23,20,.535,5.0,24,19,94.0,92.3
Houston Rockets,22,19,.537,5.0,21,20,97.5,97.3
New Orleans Hornets,10,31,.244,17.0,13,28,88.6,93.9
