Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
Toronto Raptors,42,31,.575,—,45,28,100.9,97.6
Brooklyn Nets,39,33,.542,2.5,35,37,98.7,99.2
New York Knicks,31,43,.419,11.5,33,41,98.5,100.2
Boston Celtics,23,50,.315,19.0,26,47,95.7,99.8
Philadelphia 76ers,16,57,.219,26.0,14,59,99.0,110.0
Indiana Pacers,52,22,.703,—,51,23,97.0,91.7
Chicago Bulls,41,32,.562,10.5,39,34,93.0,92.0
Cleveland Cavaliers,30,45,.400,22.5,27,48,97.2,101.3
Detroit Pistons,26,47,.356,25.5,28,45,100.5,104.1
Milwaukee Bucks,14,59,.192,37.5,17,56,95.0,103.3
Miami Heat,50,22,.694,—,49,23,103.0,97.6
Washington Wizards,38,35,.521,12.5,38,35,100.7,100.1
Charlotte Bobcats,35,38,.479,15.5,34,39,96.4,97.5
Atlanta Hawks,31,41,.431,19.0,33,39,100.9,102.3
Orlando Magic,21,53,.284,30.0,24,50,96.8,102.0
Oklahoma City Thunder,54,19,.740,—,52,21,106.2,99.4
Portland Trail Blazers,48,27,.640,7.0,47,28,106.6,102.6
Minnesota Timberwolves,36,36,.500,17.5,44,28,106.8,103.5
Denver Nuggets,32,41,.438,22.0,30,43,103.7,106.3
Utah Jazz,23,51,.311,31.5,20,54,94.5,101.4
Los Angeles Clippers,52,22,.703,—,53,21,107.5,100.4
Golden State Warriors,45,28,.616,6.5,47,26,103.2,98.7
Phoenix Suns,44,30,.595,8.0,44,30,105.4,102.6
Los Angeles Lakers,25,48,.342,26.5,22,51,102.6,108.7
Sacramento Kings,25,48,.342,26.5,30,43,101.0,103.5
San Antonio Spurs,57,16,.781,—,55,18,105.6,97.4
Houston Rockets,49,23,.681,7.5,48,24,107.0,101.9
Dallas Mavericks,44,30,.595,13.5,43,31,104.9,102.6
Memphis Grizzlies,43,30,.589,14.0,40,33,95.6,94.2
New Orleans Pelicans,32,41,.438,25.0,31,42,99.9,102.1
