Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
Cleveland Cavaliers,7,1,.875,—,6,2,110.6,103.1
Atlanta Hawks,7,2,.778,0.5,7,2,109.6,98.9
Toronto Raptors,7,2,.778,0.5,6,3,105.3,99.2
Charlotte Hornets,6,2,.750,1.0,6,2,105.9,98.8
Chicago Bulls,6,4,.600,2.0,7,3,106.2,100.8
Boston Celtics,5,4,.556,2.5,4,5,108.2,108.3
Milwaukee Bucks,5,4,.556,2.5,5,4,103.9,102.0
Detroit Pistons,5,5,.500,3.0,5,5,97.7,97.0
Brooklyn Nets,4,5,.444,3.5,4,5,106.3,107.6
Indiana Pacers,4,6,.400,4.0,4,6,108.4,112.0
New York Knicks,3,6,.333,4.5,2,7,101.9,109.8
Orlando Magic,3,6,.333,4.5,2,7,92.3,102.7
Miami Heat,2,6,.250,5.0,3,5,95.5,98.5
Washington Wizards,2,7,.222,5.5,3,6,99.9,104.1
Philadelphia 76ers,1,8,.111,6.5,1,8,96.4,108.2
Los Angeles Clippers,9,1,.900,—,9,1,107.0,91.9
Golden State Warriors,7,2,.778,1.5,7,2,114.6,106.9
San Antonio Spurs,7,3,.700,2.0,7,3,101.9,96.7
Utah Jazz,7,4,.636,2.5,7,4,97.6,93.1
Oklahoma City Thunder,6,3,.667,2.5,5,4,103.2,100.8
Portland Trail Blazers,6,4,.600,3.0,4,6,108.4,111.7
Los Angeles Lakers,6,4,.600,3.0,6,4,109.6,105.8
Houston Rockets,5,4,.556,3.5,5,4,107.0,106.7
Memphis Grizzlies,4,5,.444,4.5,3,6,97.0,102.6
Sacramento Kings,4,7,.364,5.5,4,7,99.8,103.6
Denver Nuggets,3,6,.333,5.5,3,6,104.0,107.8
Phoenix Suns,3,7,.300,6.0,3,7,107.2,113.9
Dallas Mavericks,2,6,.250,6.0,3,5,97.1,102.4
Minnesota Timberwolves,2,6,.250,6.0,4,4,105.8,105.9
New Orleans Pelicans,1,9,.100,8.0,3,7,101.3,109.5
