Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
Boston Celtics,29,9,.763,—,29,9,99.5,91.9
New York Knicks,22,16,.579,7.0,21,17,107.8,106.4
Philadelphia 76ers,15,23,.395,14.0,18,20,97.1,97.8
Toronto Raptors,13,25,.342,16.0,14,24,101.0,105.2
New Jersey Nets,10,28,.263,19.0,10,28,92.4,99.0
Chicago Bulls,25,13,.658,—,26,12,98.9,93.6
Indiana Pacers,16,20,.444,8.0,17,19,97.0,97.6
Milwaukee Bucks,14,22,.389,10.0,15,21,91.1,93.0
Detroit Pistons,12,26,.316,13.0,12,26,95.3,100.4
Cleveland Cavaliers,8,30,.211,17.0,7,31,93.3,103.9
Miami Heat,30,11,.732,—,31,10,101.8,93.6
Atlanta Hawks,26,14,.650,3.5,24,16,97.9,94.9
Orlando Magic,25,14,.641,4.0,26,13,99.3,94.1
Charlotte Bobcats,15,21,.417,12.5,13,23,93.3,96.8
Washington Wizards,10,27,.270,18.0,11,26,96.6,102.7
Oklahoma City Thunder,27,13,.675,—,23,17,104.0,102.1
Utah Jazz,26,13,.667,0.5,22,17,100.4,98.4
Denver Nuggets,22,16,.579,4.0,23,15,106.9,104.1
Portland Trail Blazers,20,19,.513,6.5,20,19,95.1,95.0
Minnesota Timberwolves,10,30,.250,17.0,13,27,102.4,107.9
Los Angeles Lakers,29,11,.725,—,30,10,103.9,96.3
Phoenix Suns,16,21,.432,11.5,15,22,106.0,108.9
Golden State Warriors,15,23,.395,13.0,14,24,101.9,106.1
Los Angeles Clippers,13,24,.351,14.5,15,22,97.9,100.6
Sacramento Kings,8,28,.222,19.0,11,25,96.9,103.2
San Antonio Spurs,33,6,.846,—,29,10,104.7,97.0
Dallas Mavericks,26,11,.703,6.0,23,14,97.8,94.2
New Orleans Hornets,23,16,.590,10.0,22,17,93.9,92.2
Memphis Grizzlies,18,21,.462,15.0,20,19,99.8,99.6
Houston Rockets,17,22,.436,16.0,20,19,105.0,104.9
