Team,W,L,W/L%,GB,PW,PL,PS/G,PA/G
New Jersey Nets,37,21,.638,—,42,16,96.3,90.1
Philadelphia 76ers,31,24,.564,4.5,30,25,95.9,94.6
Boston Celtics,31,25,.554,5.0,28,28,94.3,94.4
Orlando Magic,29,29,.500,8.0,27,31,97.5,98.3
Washington Wizards,27,29,.482,9.0,28,28,91.6,91.7
New York Knicks,24,32,.429,12.0,25,31,95.2,96.6
Miami Heat,19,37,.339,17.0,19,37,84.9,88.9
Detroit Pistons,37,20,.649,—,38,19,90.3,85.7
Indiana Pacers,37,20,.649,—,36,21,97.6,94.2
New Orleans Hornets,31,27,.534,6.5,32,26,94.4,92.9
Milwaukee Bucks,28,28,.500,8.5,27,29,98.1,98.3
Atlanta Hawks,21,36,.368,16.0,20,37,93.2,97.6
Chicago Bulls,20,38,.345,17.5,19,39,93.4,98.0
Toronto Raptors,17,36,.321,18.0,15,38,89.7,95.5
Cleveland Cavaliers,11,46,.193,26.0,11,46,91.1,101.3
Dallas Mavericks,44,13,.772,—,45,12,102.5,93.4
San Antonio Spurs,39,17,.696,4.5,38,18,94.2,89.4
Minnesota Timberwolves,37,21,.638,7.5,33,25,97.8,96.0
Utah Jazz,33,23,.589,10.5,36,20,96.1,91.9
Houston Rockets,30,27,.526,14.0,32,25,93.2,91.7
Memphis Grizzlies,17,38,.309,26.0,18,37,95.7,100.6
Denver Nuggets,12,45,.211,32.0,11,46,82.0,90.6
Sacramento Kings,40,18,.690,—,42,16,100.5,93.7
Portland Trail Blazers,36,20,.643,3.0,34,22,95.1,92.3
Los Angeles Lakers,31,25,.554,8.0,32,24,99.1,97.2
Phoenix Suns,30,27,.526,9.5,29,28,94.7,94.5
Golden State Warriors,27,30,.474,12.5,27,30,100.9,101.4
Seattle SuperSonics,24,31,.436,14.5,25,30,91.3,92.6
Los Angeles Clippers,19,36,.345,19.5,20,35,92.4,96.3
